# Date: 2018-11-23
rxns	eqnOrig	eqnNew	lbOrig	lbNew	ubOrig	ubNew	notes
ARTFR41	FADH2[m] + palmitoleoyl-CoA[c] => FAD[m] + R Group 4 Coenzyme A[c]	H+[m] + NADPH[m] + palmitoleoyl-CoA[c] => NADP+[m] + R Group 4 Coenzyme A[c]	0.000000	0.000000	1000.000000	1000.000000	cofactor changed from FADH2 to NADPH
ARTFR42	FADH2[m] + oleoyl-CoA[c] => FAD[m] + 1.125 R Group 4 Coenzyme A[c]	H+[m] + NADPH[m] + oleoyl-CoA[c] => NADP+[m] + 1.125 R Group 4 Coenzyme A[c]	0.000000	0.000000	1000.000000	0.000000	cofactor changed from FADH2 to NADPH;reaction is artificial and involves dead-end artificial metabolite with no apparent purpose, and should therefore be DELETED
ARTFR43	FADH2[m] + 11-Octadecenoyl Coenzyme A[c] => FAD[m] + 1.125 R Group 4 Coenzyme A[c]	H+[m] + NADPH[m] + 11-Octadecenoyl Coenzyme A[c] => NADP+[m] + 1.125 R Group 4 Coenzyme A[c]	0.000000	0.000000	1000.000000	0.000000	cofactor changed from FADH2 to NADPH;reaction is artificial and involves dead-end artificial metabolite with no apparent purpose, and should therefore be DELETED
ARTFR44	(6Z,9Z)-octadecadienoyl-CoA[c] + 2 FADH2[m] => 2 FAD[m] + 1.125 R Group 4 Coenzyme A[c]	(6Z,9Z)-octadecadienoyl-CoA[c] + H+[m] + NADPH[m] => NADP+[m] + 1.125 R Group 4 Coenzyme A[c]	0.000000	0.000000	1000.000000	0.000000	cofactor changed from FADH2 to NADPH;reaction is artificial and involves dead-end artificial metabolite with no apparent purpose, and should therefore be DELETED
ARTFR45	(15Z)-tetracosenoyl-CoA[c] + FADH2[m] => FAD[m] + 1.5 R Group 4 Coenzyme A[c]	(15Z)-tetracosenoyl-CoA[c] + H+[m] + NADPH[m] => NADP+[m] + 1.5 R Group 4 Coenzyme A[c]	0.000000	0.000000	1000.000000	0.000000	cofactor changed from FADH2 to NADPH;reaction is artificial and involves dead-end artificial metabolite with no apparent purpose, and should therefore be DELETED
ARTFR46	(2E)-octadecenoyl-CoA[c] + FADH2[m] => FAD[m] + 1.125 R Group 4 Coenzyme A[c]	(2E)-octadecenoyl-CoA[c] + H+[m] + NADPH[m] => NADP+[m] + 1.125 R Group 4 Coenzyme A[c]	0.000000	0.000000	1000.000000	0.000000	cofactor changed from FADH2 to NADPH;reaction is artificial and involves dead-end artificial metabolite with no apparent purpose, and should therefore be DELETED
ARTFR51	tetracosanoyl-CoA[c] => 1.5 R Group 5 Coenzyme A[c]	tetracosanoyl-CoA[c] => 1.5 R Group 5 Coenzyme A[c]	0.000000	0.000000	1000.000000	0.000000	reaction is artificial and involves dead-end artificial metabolite with no apparent purpose, and should therefore be DELETED
ARTFR52	hexacosanoyl-CoA[c] => 1.625 R Group 5 Coenzyme A[c]	hexacosanoyl-CoA[c] => 1.625 R Group 5 Coenzyme A[c]	0.000000	0.000000	1000.000000	0.000000	reaction is artificial and involves dead-end artificial metabolite with no apparent purpose, and should therefore be DELETED
ARTFR53	(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA[c] + 2 FADH2[m] + 2 H+[m] + 2 NADPH[m] => 2 FAD[m] + 2 NADP+[m] + 1.25 R Group 5 Coenzyme A[c]	(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA[c] + 2 FADH2[m] + 2 H+[m] + 2 NADPH[m] => 2 FAD[m] + 2 NADP+[m] + 1.25 R Group 5 Coenzyme A[c]	0.000000	0.000000	1000.000000	0.000000	reaction is artificial and involves dead-end artificial metabolite with no apparent purpose, and should therefore be DELETED
ARTFR54	(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA[c] + 3 FADH2[m] + 2 H+[m] + 2 NADPH[m] => 3 FAD[m] + 2 NADP+[m] + 1.5 R Group 5 Coenzyme A[c]	(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA[c] + 3 FADH2[m] + 2 H+[m] + 2 NADPH[m] => 3 FAD[m] + 2 NADP+[m] + 1.5 R Group 5 Coenzyme A[c]	0.000000	0.000000	1000.000000	0.000000	reaction is artificial and involves dead-end artificial metabolite with no apparent purpose, and should therefore be DELETED
ARTFR55	(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA[c] + 3 FADH2[m] + 2 H+[m] + 2 NADPH[m] => 3 FAD[m] + 2 NADP+[m] + 1.5 R Group 5 Coenzyme A[c]	(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA[c] + 3 FADH2[m] + 2 H+[m] + 2 NADPH[m] => 3 FAD[m] + 2 NADP+[m] + 1.5 R Group 5 Coenzyme A[c]	0.000000	0.000000	1000.000000	0.000000	reaction is artificial and involves dead-end artificial metabolite with no apparent purpose, and should therefore be DELETED
ARTFR56	(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA[c] + 2 FADH2[m] + 2 H+[m] + 2 NADPH[m] => 2 FAD[m] + 2 NADP+[m] + 1.5 R Group 5 Coenzyme A[c]	(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA[c] + 2 FADH2[m] + 2 H+[m] + 2 NADPH[m] => 2 FAD[m] + 2 NADP+[m] + 1.5 R Group 5 Coenzyme A[c]	0.000000	0.000000	1000.000000	0.000000	reaction is artificial and involves dead-end artificial metabolite with no apparent purpose, and should therefore be DELETED
ARTFR57	(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA[c] + 3 FADH2[m] + 3 H+[m] + 3 NADPH[m] => 3 FAD[m] + 3 NADP+[m] + 1.5 R Group 5 Coenzyme A[c]	(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA[c] + 3 FADH2[m] + 3 H+[m] + 3 NADPH[m] => 3 FAD[m] + 3 NADP+[m] + 1.5 R Group 5 Coenzyme A[c]	0.000000	0.000000	1000.000000	0.000000	reaction is artificial and involves dead-end artificial metabolite with no apparent purpose, and should therefore be DELETED
ARTFR61	FADH2[m] + (2E)-hexadecenoyl-CoA[c] => FAD[m] + R Group 6 Coenzyme A[c]	H+[m] + NADPH[m] + (2E)-hexadecenoyl-CoA[c] => NADP+[m] + R Group 6 Coenzyme A[c]	0.000000	0.000000	1000.000000	1000.000000	cofactor changed from FADH2 to NADPH
CDS	CTP[c] + H+[c] + phosphatidate-LD-TAG pool[c] => CDP-diacylglycerol-LD-PI pool[c] + PPi[c]	CTP[c] + H+[c] + phosphatidate-LD-TAG pool[c] => CDP-diacylglycerol-LD-PI pool[c] + PPi[c]	0.000000	0.000000	1000.000000	0.000000	rxn treats phosphatidate-LD-TAG pool and/or CDP-diacylglycerol-LD-PI pool differently than others in the model (e.g., HMR_0607), resulting in mass imbalances; rxn should therefore be constrained until imbalances can be addressed, otherwise DELETED
CDSm	CTP[m] + H+[m] + phosphatidate-LD-TAG pool[m] => PPi[m] + CDP-diacylglycerol-LD-PI pool[m]	CTP[m] + H+[m] + phosphatidate-LD-TAG pool[m] => PPi[m] + CDP-diacylglycerol-LD-PI pool[m]	0.000000	0.000000	1000.000000	0.000000	rxn treats phosphatidate-LD-TAG pool and/or CDP-diacylglycerol-LD-PI pool differently than others in the model (e.g., HMR_0607), resulting in mass imbalances; rxn should therefore be constrained until imbalances can be addressed, otherwise DELETED
CHOLESACATc	cholesterol[c] + R Total Coenzyme A[c] => cholesterol-ester pool[c] + CoA[c]	cholesterol[c] + R Total Coenzyme A[c] => cholesterol-ester pool[c] + CoA[c]	0.000000	0.000000	1000.000000	0.000000	rxn treats mass of cholesterol-ester pool metabolite differently than others in model, resulting in mass imbalances; rxn should therefore be constrained until imbalances can be addressed, otherwise DELETED
CHOLESTle	cholesterol-ester pool[s] + H2O[s] => cholesterol[s] + H+[s] + R Total[s]	cholesterol-ester pool[s] + H2O[s] => cholesterol[s] + H+[s] + R Total[s]	0.000000	0.000000	1000.000000	0.000000	reaction is artificial and involves dead-end artificial metabolite with no apparent purpose, and should therefore be DELETED
CHYLO_HSDEG	H2O[s] + Chylomicron Lipoprotein[s] => apoA1[s] + glycerol[s] + R Total[s] + R Total 2 Position[s] + R Total 3 Position[s] + apoB100[s] + apoC1[s] + apoC2[s] + apoC3[s] + apoE[s]	H2O[s] + Chylomicron Lipoprotein[s] => apoA1[s] + glycerol[s] + R Total[s] + R Total 2 Position[s] + R Total 3 Position[s] + apoB100[s] + apoC1[s] + apoC2[s] + apoC3[s] + apoE[s]	0.000000	0.000000	1000.000000	0.000000	treatment of TAG-VLDL pool here is different than other (HMR) reactions in the model, resulting in mass imbalances; rxn should be DELETED
CHYLO_HSSYN	apoA1[c] + apoB100[c] + apoC1[c] + apoC2[c] + apoC3[c] + apoE[c] + TAG-VLDL pool[c] => Chylomicron Lipoprotein[c]	apoA1[c] + apoB100[c] + apoC1[c] + apoC2[c] + apoC3[c] + apoE[c] + TAG-VLDL pool[c] => Chylomicron Lipoprotein[c]	0.000000	0.000000	1000.000000	0.000000	treatment of TAG-VLDL pool here is different than other (HMR) reactions in the model, resulting in mass imbalances; rxn should be DELETED
DEDOLR_L	0.1 dehydrodolichol[c] + H+[c] + NADPH[c] => 0.1 dolichol[c] + NADP+[c]	0.1 dehydrodolichol[c] + H+[c] + NADPH[c] => 0.1 dolichol[c] + NADP+[c]	0.000000	0.000000	1000.000000	0.000000	reaction assumes dolichol-related mets have greater mass than other rxns in model, thus creating mass imbalances; rxn should be DELETED
DGAT	1,2-diacylglycerol-LD-TAG pool[c] + R Total 3 Coenzyme A[c] => CoA[c] + TAG-VLDL pool[c]	1,2-diacylglycerol-LD-TAG pool[c] + R Total 3 Coenzyme A[c] => CoA[c] + TAG-VLDL pool[c]	0.000000	0.000000	1000.000000	0.000000	rxn treats TAG-VLDL pool and/or 1,2-diacylglycerol-LD-TAG pool differently than others in model (e.g., HMR_0007), resulting in mass imbalances; rxn should therefore be constrained until imbalances can be addressed, otherwise DELETED
DHAPA	DHAP[c] + R Total Coenzyme A[c] => acylglycerone-phosphate[c] + CoA[c]	DHAP[c] + R Total Coenzyme A[c] => acylglycerone-phosphate[c] + CoA[c]	0.000000	0.000000	1000.000000	0.000000	R Total Coenzyme A is effectively equal to palmitoyl-CoA, so the reaction is therefore mass-imbalanced; should be DELETED
DHAPAx	DHAP[p] + R Total Coenzyme A[p] => acylglycerone-phosphate[p] + CoA[p]	DHAP[p] + R Total Coenzyme A[p] => acylglycerone-phosphate[p] + CoA[p]	0.000000	0.000000	1000.000000	0.000000	R Total Coenzyme A is effectively equal to palmitoyl-CoA, so the reaction is therefore mass-imbalanced; should be DELETED
DHCR241r	FADH2[r] + zymosterol[r] => FAD[r] + cholestenol[r]	FADH2[r] + zymosterol[r] => FAD[r] + cholestenol[r]	0.000000	0.000000	1000.000000	0.000000	reaction is identical to r1380, but uses incorrect cofactor (FADH2); should be DELETED
DHCR242r	FADH2[r] + 5alpha-cholesta-7,24-dien-3beta-ol[r] => FAD[r] + lathosterol[r]	FADH2[r] + 5alpha-cholesta-7,24-dien-3beta-ol[r] => FAD[r] + lathosterol[r]	0.000000	0.000000	1000.000000	0.000000	reaction is identical to HMR_1533, but uses incorrect cofactor (FADH2); should be DELETED
DOLASNT_Ler	0.1 (Glc)3 (GlcNAc)2 (Man)9 (PP-Dol)1[r] + [protein]-L-asparagine[r] => (alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[r] + 0.1 dolichyl-diphosphate[r] + H+[r]	0.1 (Glc)3 (GlcNAc)2 (Man)9 (PP-Dol)1[r] + [protein]-L-asparagine[r] => (alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[r] + 0.1 dolichyl-diphosphate[r] + H+[r]	0.000000	0.000000	1000.000000	0.000000	reaction assumes dolichol-related mets have greater mass than other rxns in model, thus creating mass imbalances; rxn should be DELETED
DOLDPP_Ler	0.1 dolichyl-diphosphate[r] + H2O[r] => 0.1 dolichyl-phosphate[r] + H+[r] + Pi[r]	0.1 dolichyl-diphosphate[r] + H2O[r] => 0.1 dolichyl-phosphate[r] + H+[r] + Pi[r]	0.000000	0.000000	1000.000000	0.000000	reaction assumes dolichol-related mets have greater mass than other rxns in model, thus creating mass imbalances; rxn should be DELETED
DOLGPP_Ler	0.1 dolichyl-D-glucosyl-phosphate[r] + H2O[r] => 0.1 dolichyl-phosphate[r] + glucose[r] + H+[r]	0.1 dolichyl-D-glucosyl-phosphate[r] + H2O[r] => 0.1 dolichyl-phosphate[r] + glucose[r] + H+[r]	0.000000	0.000000	1000.000000	0.000000	reaction assumes dolichol-related mets have greater mass than other rxns in model, thus creating mass imbalances; rxn should be DELETED
DOLICHOL_Lter	0.1 dolichol[r] <=> 0.1 dolichol[c]	0.1 dolichol[r] <=> 0.1 dolichol[c]	-1000.000000	0.000000	1000.000000	0.000000	reaction assumes dolichol-related mets have greater mass than other rxns in model, thus creating mass imbalances; rxn should be DELETED
DOLK_L	CTP[c] + 0.1 dolichol[c] => CDP[c] + 0.1 dolichyl-phosphate[c] + H+[c]	CTP[c] + 0.1 dolichol[c] => CDP[c] + 0.1 dolichyl-phosphate[c] + H+[c]	0.000000	0.000000	1000.000000	0.000000	reaction assumes dolichol-related mets have greater mass than other rxns in model, thus creating mass imbalances; rxn should be DELETED
DOLMANP_Lter	0.1 dolichyl-phosphate-D-mannose[c] => 0.1 dolichyl-phosphate-D-mannose[r]	0.1 dolichyl-phosphate-D-mannose[c] => 0.1 dolichyl-phosphate-D-mannose[r]	0.000000	0.000000	1000.000000	0.000000	reaction assumes dolichol-related mets have greater mass than other rxns in model, thus creating mass imbalances; rxn should be DELETED
DOLPGT3_Ler	0.1 dolichyl-phosphate[r] + H2O[r] => 0.1 dolichol[r] + Pi[r]	0.1 dolichyl-phosphate[r] + H2O[r] => 0.1 dolichol[r] + Pi[r]	0.000000	0.000000	1000.000000	0.000000	reaction assumes dolichol-related mets have greater mass than other rxns in model, thus creating mass imbalances; rxn should be DELETED
DOLPMT3_Ler	0.1 dolichyl-phosphate[c] + GDP-mannose[c] => 0.1 dolichyl-phosphate-D-mannose[c] + GDP[c]	0.1 dolichyl-phosphate[c] + GDP-mannose[c] => 0.1 dolichyl-phosphate-D-mannose[c] + GDP[c]	0.000000	0.000000	1000.000000	0.000000	reaction assumes dolichol-related mets have greater mass than other rxns in model, thus creating mass imbalances; rxn should be DELETED
DOPACCL	dopamine-O-quinone[c] => H+[c] + leukoaminochrome[c]	dopamine-O-quinone[c] => H+[c] + leukoaminochrome[c]	0.000000	0.000000	1000.000000	0.000000	no sources supporting this reaction, and literature (PMID: 20600874) suggests that it could not occur; reaction should be DELETED
DSAT	sphinganine[c] + R Total Coenzyme A[c] => CoA[c] + dihydroceramide pool[c] + H+[c]	sphinganine[c] + R Total Coenzyme A[c] => CoA[c] + dihydroceramide pool[c] + H+[c]	0.000000	0.000000	1000.000000	0.000000	rxn treats mass of dihydroceramide pool metabolite differently than others in model (e.g. HMR_0753, HMR_0692), resulting in mass imbalances; rxn should therefore be constrained until imbalances can be addressed, otherwise DELETED
FAOXC2251836m	(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA[m] + 2 CoA[m] + 2 H2O[m] + 2 NAD+[m] => 2 acetyl-CoA[m] + gamma-linolenoyl-CoA[m] + 2 H+[m] + 2 NADH[m]	(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA[m] + 2 CoA[m] + 2 H2O[m] + 2 NAD+[m] => 2 acetyl-CoA[m] + gamma-linolenoyl-CoA[m] + 2 H+[m] + 2 NADH[m]	0.000000	0.000000	1000.000000	0.000000	reaction enables biosynthesis of an essential fatty acid (linoleic acid), which is physiologically incorrect. Reaction should be DELETED, unless sufficient evidence supporting its inclusion can be provided.
FAOXC2251836x	(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA[p] + 2 CoA[p] + 2 H2O[p] + 2 NAD+[p] => 2 acetyl-CoA[p] + gamma-linolenoyl-CoA[p] + 2 H+[p] + 2 NADH[p]	(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA[p] + 2 CoA[p] + 2 H2O[p] + 2 NAD+[p] => 2 acetyl-CoA[p] + gamma-linolenoyl-CoA[p] + 2 H+[p] + 2 NADH[p]	0.000000	0.000000	1000.000000	0.000000	reaction enables biosynthesis of an essential fatty acid (linoleic acid), which is physiologically incorrect. Reaction should be DELETED, unless sufficient evidence supporting its inclusion can be provided.
GLCNACPT_L	0.1 dolichyl-phosphate[c] + UDP-N-acetylglucosamine[c] => 0.1 N-acetyl-D-glucosaminyldiphosphodolichol[c] + UMP[c]	0.1 dolichyl-phosphate[c] + UDP-N-acetylglucosamine[c] => 0.1 N-acetyl-D-glucosaminyldiphosphodolichol[c] + UMP[c]	0.000000	0.000000	1000.000000	0.000000	reaction assumes dolichol-related mets have greater mass than other rxns in model, thus creating mass imbalances; rxn should be DELETED
GPIMTer_L	0.1 dolichyl-phosphate-D-mannose[r] + glucosaminyl-acylphosphatidylinositol[r] => 0.1 dolichyl-phosphate[r] + H+[r] + mgacpail heparan sulfate[r]	0.1 dolichyl-phosphate-D-mannose[r] + glucosaminyl-acylphosphatidylinositol[r] => 0.1 dolichyl-phosphate[r] + H+[r] + mgacpail heparan sulfate[r]	0.000000	0.000000	1000.000000	0.000000	reaction assumes dolichol-related mets have greater mass than other rxns in model, thus creating mass imbalances; rxn should be DELETED
