# Date: 2018-12-15
rxns	eqnOrig	eqnNew	lbOrig	lbNew	ubOrig	ubNew	notes
DM_4glu56dihdind[c]	4-S-Glutathionyl-5,6-Dihydroxyindoline[c] => 4-S-Glutathionyl-5,6-Dihydroxyindoline[x]	4-S-Glutathionyl-5,6-Dihydroxyindoline[c] => 4-S-Glutathionyl-5,6-Dihydroxyindoline[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_4hrpo	trans-4-hydroxy-L-proline[m] => trans-4-hydroxy-L-proline[x]	trans-4-hydroxy-L-proline[m] => trans-4-hydroxy-L-proline[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_5cysdopa[c]	5-S-Cysteinyldopamine[c] => 5-S-Cysteinyldopamine[x]	5-S-Cysteinyldopamine[c] => 5-S-Cysteinyldopamine[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_5hpet[r]	5(S)-HPETE[r] => 5(S)-HPETE[x]	5(S)-HPETE[r] => 5(S)-HPETE[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_5mthf[n]	5-methyl-THF[n] => 5-methyl-THF[x]	5-methyl-THF[n] => 5-methyl-THF[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_6hddopaqn[c]	6-Hydroxydopamine-Quinone[c] => 6-Hydroxydopamine-Quinone[x]	6-Hydroxydopamine-Quinone[c] => 6-Hydroxydopamine-Quinone[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_7dhcdchol[c]	7-Dehydrochenodeoxycholic acid; 7oxo-3alpha-hydroxy-5beta-cholan-24-oic acid[c] => 7-Dehydrochenodeoxycholic acid; 7oxo-3alpha-hydroxy-5beta-cholan-24-oic acid[x]	7-Dehydrochenodeoxycholic acid; 7oxo-3alpha-hydroxy-5beta-cholan-24-oic acid[c] => 7-Dehydrochenodeoxycholic acid; 7oxo-3alpha-hydroxy-5beta-cholan-24-oic acid[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_7dhchol[c]	7-Dehydrocholic acid; 7-Oxodeoxycholic acid; 7oxo-3alpha,12alpha-Dihydroxy-5beta-cholan-24-oic acid[c] => 7-Dehydrocholic acid; 7-Oxodeoxycholic acid; 7oxo-3alpha,12alpha-Dihydroxy-5beta-cholan-24-oic acid[x]	7-Dehydrocholic acid; 7-Oxodeoxycholic acid; 7oxo-3alpha,12alpha-Dihydroxy-5beta-cholan-24-oic acid[c] => 7-Dehydrocholic acid; 7-Oxodeoxycholic acid; 7oxo-3alpha,12alpha-Dihydroxy-5beta-cholan-24-oic acid[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_Asn_X_Ser_Thr_ly_	[protein]-L-asparagine[l] => [protein]-L-asparagine[x]	[protein]-L-asparagine[l] => [protein]-L-asparagine[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_C02712[c]	N-acetylmethionine[c] => N-acetylmethionine[x]	N-acetylmethionine[c] => N-acetylmethionine[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_CE1261[c]	5-S-cysteinyldopa[c] => 5-S-cysteinyldopa[x]	5-S-cysteinyldopa[c] => 5-S-cysteinyldopa[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_CE1562[c]	5,6-indolequinone-2-carboxylate[c] => 5,6-indolequinone-2-carboxylate[x]	5,6-indolequinone-2-carboxylate[c] => 5,6-indolequinone-2-carboxylate[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_CE4888[c]	dopaminochrome[c] => dopaminochrome[x]	dopaminochrome[c] => dopaminochrome[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_CE5025[c]	5-S-glutathionyl-dopamine[c] => 5-S-glutathionyl-dopamine[x]	5-S-glutathionyl-dopamine[c] => 5-S-glutathionyl-dopamine[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_CE5026[c]	5-S-glutathionyl-L-dopa[c] => 5-S-glutathionyl-L-dopa[x]	5-S-glutathionyl-L-dopa[c] => 5-S-glutathionyl-L-dopa[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_HMR_biomass_renalcancer	biomass[c] => biomass[x]	biomass[c] => biomass[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_K_c_	K+[c] => K+[x]	K+[c] => K+[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_Lcystin	cystine[c] => cystine[x]	cystine[c] => cystine[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_Lkynr[c]	kynurenine[c] => kynurenine[x]	kynurenine[c] => kynurenine[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_PROTEIN	[protein][c] => [protein][x]	[protein][c] => [protein][x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_Ser_Gly_Ala_X_Gly_ly_	[protein]-L-serine[l] => [protein]-L-serine[x]	[protein]-L-serine[l] => [protein]-L-serine[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_Ser_Thr_ly_	Protein-Linked Serine Or Threonine Residue (O-Glycosylation Site)[l] => Protein-Linked Serine Or Threonine Residue (O-Glycosylation Site)[x]	Protein-Linked Serine Or Threonine Residue (O-Glycosylation Site)[l] => Protein-Linked Serine Or Threonine Residue (O-Glycosylation Site)[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_T_antigen_g_	T-antigen[g] <=> T-antigen[x]	T-antigen[g] => T-antigen[x]	-1000.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_ach[c]	acetylcholine[c] => acetylcholine[x]	acetylcholine[c] => acetylcholine[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_adprbp[c]	ADP-ribose-2-phosphate[c] => ADP-ribose-2-phosphate[x]	ADP-ribose-2-phosphate[c] => ADP-ribose-2-phosphate[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_adrnl[c]	adrenaline[c] => adrenaline[x]	adrenaline[c] => adrenaline[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_akg[c]	AKG[c] => AKG[x]	AKG[c] => AKG[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_anth	anthranilate[c] => anthranilate[x]	anthranilate[c] => anthranilate[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_ascb_L[c]	ascorbate[c] => ascorbate[x]	ascorbate[c] => ascorbate[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_avite2_c_	alpha-tocotrienol[c] => alpha-tocotrienol[x]	alpha-tocotrienol[c] => alpha-tocotrienol[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_bandmt[c]	Band Membrane Protein (Methylated, Universal, Erythrocyte -> 2.1,3,4.1)[c] => Band Membrane Protein (Methylated, Universal, Erythrocyte -> 2.1,3,4.1)[x]	Band Membrane Protein (Methylated, Universal, Erythrocyte -> 2.1,3,4.1)[c] => Band Membrane Protein (Methylated, Universal, Erythrocyte -> 2.1,3,4.1)[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_btn[m]	biotin[m] => biotin[x]	biotin[m] => biotin[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_btn[n]	biotin[n] => biotin[x]	biotin[n] => biotin[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_bvite_c_	Beta-Tocopherol[c] => Beta-Tocopherol[x]	Beta-Tocopherol[c] => Beta-Tocopherol[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_ca24g[c]	Cholic acid-24glucuronide, CA-24G[c] => Cholic acid-24glucuronide, CA-24G[x]	Cholic acid-24glucuronide, CA-24G[c] => Cholic acid-24glucuronide, CA-24G[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_ca3s[c]	Cholic acid 3-sulfate[c] => Cholic acid 3-sulfate[x]	Cholic acid 3-sulfate[c] => Cholic acid 3-sulfate[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_cbl1[m]	cob(I)alamin[m] => cob(I)alamin[x]	cob(I)alamin[m] => cob(I)alamin[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_cbl2[m]	cob(II)alamin[m] => cob(II)alamin[x]	cob(II)alamin[m] => cob(II)alamin[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_cdca24g[c]	Chenodeoxycholic acid-24glucuronide, CDCA-24G[c] => Chenodeoxycholic acid-24glucuronide, CDCA-24G[x]	Chenodeoxycholic acid-24glucuronide, CDCA-24G[c] => Chenodeoxycholic acid-24glucuronide, CDCA-24G[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_cdca3g[c]	Chenodeoxycholic acid-3glucuronide, CDCA-3G[c] => Chenodeoxycholic acid-3glucuronide, CDCA-3G[x]	Chenodeoxycholic acid-3glucuronide, CDCA-3G[c] => Chenodeoxycholic acid-3glucuronide, CDCA-3G[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_chylo_hs[e]	Chylomicron Lipoprotein[s] => Chylomicron Lipoprotein[x]	Chylomicron Lipoprotein[s] => Chylomicron Lipoprotein[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_coprost[c]	Coprostanol[c] => Coprostanol[x]	Coprostanol[c] => Coprostanol[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_core5_g_	core 5[g] => core 5[x]	core 5[g] => core 5[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_core7_g_	core 7[g] => core 7[x]	core 7[g] => core 7[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_core8_g_	core 8[g] => core 8[x]	core 8[g] => core 8[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_datp_m_	dATP[m] => dATP[x]	dATP[m] => dATP[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_datp_n_	dATP[n] => dATP[x]	dATP[n] => dATP[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_dca24g[c]	Deoxycholic acid-24glucuronide, CDA-24G[c] => Deoxycholic acid-24glucuronide, CDA-24G[x]	Deoxycholic acid-24glucuronide, CDA-24G[c] => Deoxycholic acid-24glucuronide, CDA-24G[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_dca3g[c]	Deoxycholic acid-3glucuronide, CDA-3G[c] => Deoxycholic acid-3glucuronide, CDA-3G[x]	Deoxycholic acid-3glucuronide, CDA-3G[c] => Deoxycholic acid-3glucuronide, CDA-3G[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_dca3s[c]	Deoxycholic acid 3-sulfate[c] => Deoxycholic acid 3-sulfate[x]	Deoxycholic acid 3-sulfate[c] => Deoxycholic acid 3-sulfate[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_dctp_m_	dCTP[m] => dCTP[x]	dCTP[m] => dCTP[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_dctp_n_	dCTP[n] => dCTP[x]	dCTP[n] => dCTP[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_dem2emgacpail_prot_hs_r_	dem2emgacpail_prot heparan sulfate[r] => dem2emgacpail_prot heparan sulfate[x]	dem2emgacpail_prot heparan sulfate[r] => dem2emgacpail_prot heparan sulfate[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_dgpi_prot_hs_r_	dgpi_prot heparan sulfate[r] => dgpi_prot heparan sulfate[x]	dgpi_prot heparan sulfate[r] => dgpi_prot heparan sulfate[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_dgtp_m_	dGTP[m] => dGTP[x]	dGTP[m] => dGTP[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_dgtp_n_	dGTP[n] => dGTP[x]	dGTP[n] => dGTP[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_dna5mtc[c]	DNA-5-methylcytosine[c] => DNA-5-methylcytosine[x]	DNA-5-methylcytosine[c] => DNA-5-methylcytosine[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_dopa[c]	dopamine[c] => dopamine[x]	dopamine[c] => dopamine[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_dsT_antigen_g_	disialyl-T antigen[g] => disialyl-T antigen[x]	disialyl-T antigen[g] => disialyl-T antigen[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_dttp_m_	dTTP[m] => dTTP[x]	dTTP[m] => dTTP[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_dttp_n_	dTTP[n] => dTTP[x]	dTTP[n] => dTTP[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_ethamp_r_	ethanolamine-phosphate[r] => ethanolamine-phosphate[x]	ethanolamine-phosphate[r] => ethanolamine-phosphate[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_fol	folate[c] => folate[x]	folate[c] => folate[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_for[c]	formate[c] => formate[x]	formate[c] => formate[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_galam[c]	D-Galactosamine[c] => D-Galactosamine[x]	D-Galactosamine[c] => D-Galactosamine[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_gca3s[c]	Glycocholic acid 3-sulfate[c] => Glycocholic acid 3-sulfate[x]	Glycocholic acid 3-sulfate[c] => Glycocholic acid 3-sulfate[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_gcdca3s[c]	Glycochenodeoxycholic acid 3-sulfate[c] => Glycochenodeoxycholic acid 3-sulfate[x]	Glycochenodeoxycholic acid 3-sulfate[c] => Glycochenodeoxycholic acid 3-sulfate[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_gd3_hs[g]	GD3[g] => GD3[x]	GD3[g] => GD3[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_gd3_hs[l]	GD3[l] => GD3[x]	GD3[l] => GD3[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_gd3_hs[m]	GD3[m] => GD3[x]	GD3[m] => GD3[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_gda1_hs[n]	Gda1 Hs[n] => Gda1 Hs[x]	Gda1 Hs[n] => Gda1 Hs[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_gdca3s[c]	Glycodeoxycholic acid 3-sulfate[c] => Glycodeoxycholic acid 3-sulfate[x]	Glycodeoxycholic acid 3-sulfate[c] => Glycodeoxycholic acid 3-sulfate[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_gm1_hs[n]	Ganglioside Gm1[n] => Ganglioside Gm1[x]	Ganglioside Gm1[n] => Ganglioside Gm1[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_gncore2_g_	glcnac-alpha-1,4-core 2[g] => glcnac-alpha-1,4-core 2[x]	glcnac-alpha-1,4-core 2[g] => glcnac-alpha-1,4-core 2[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_gpi_sig_er_	gpi_sig[r] => gpi_sig[x]	gpi_sig[r] => gpi_sig[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_gudca3s[c]	Glycoursodeoxycholic acid 3-sulfate[c] => Glycoursodeoxycholic acid 3-sulfate[x]	Glycoursodeoxycholic acid 3-sulfate[c] => Glycoursodeoxycholic acid 3-sulfate[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_hca24g[c]	Hyocholic acid-24glucuronide, HCA-24G[c] => Hyocholic acid-24glucuronide, HCA-24G[x]	Hyocholic acid-24glucuronide, HCA-24G[c] => Hyocholic acid-24glucuronide, HCA-24G[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_hca6g[c]	Hyocholic acid-6glucuronide, HCA-6G[c] => Hyocholic acid-6glucuronide, HCA-6G[x]	Hyocholic acid-6glucuronide, HCA-6G[c] => Hyocholic acid-6glucuronide, HCA-6G[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_hdca24g[c]	Hyodeoxycholic acid-24glucuronide, HDCA-24G[c] => Hyodeoxycholic acid-24glucuronide, HDCA-24G[x]	Hyodeoxycholic acid-24glucuronide, HDCA-24G[c] => Hyodeoxycholic acid-24glucuronide, HDCA-24G[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_hdca6g[c]	Hyodeoxycholic acid-6glucuronide, HDCA-6G[c] => Hyodeoxycholic acid-6glucuronide, HDCA-6G[x]	Hyodeoxycholic acid-6glucuronide, HDCA-6G[c] => Hyodeoxycholic acid-6glucuronide, HDCA-6G[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_hhxdcal[c]	2-Hydroxyhexadecanal[c] => 2-Hydroxyhexadecanal[x]	2-Hydroxyhexadecanal[c] => 2-Hydroxyhexadecanal[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_hista[c]	histamine[c] => histamine[x]	histamine[c] => histamine[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_hretn_n_	4-hydroxyretinoic acid[n] => 4-hydroxyretinoic acid[x]	4-hydroxyretinoic acid[n] => 4-hydroxyretinoic acid[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_hyochol[c]	Hyocholic acid; gamma-Muricholate[c] => Hyocholic acid; gamma-Muricholate[x]	Hyocholic acid; gamma-Muricholate[c] => Hyocholic acid; gamma-Muricholate[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_icdchol[c]	Isochenodeoxycholic acid; 3beta,7alpha-Dihydroxy-5beta-cholanic acid[c] => Isochenodeoxycholic acid; 3beta,7alpha-Dihydroxy-5beta-cholanic acid[x]	Isochenodeoxycholic acid; 3beta,7alpha-Dihydroxy-5beta-cholanic acid[c] => Isochenodeoxycholic acid; 3beta,7alpha-Dihydroxy-5beta-cholanic acid[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_ind56qn[c]	Indole-5,6-Quinone[c] => Indole-5,6-Quinone[x]	Indole-5,6-Quinone[c] => Indole-5,6-Quinone[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_isochol[c]	Isochenodeoxycholic acid; 3beta,7alpha,12alpha-Trihydroxy-5beta-cholanic acid[c] => Isochenodeoxycholic acid; 3beta,7alpha,12alpha-Trihydroxy-5beta-cholanic acid[x]	Isochenodeoxycholic acid; 3beta,7alpha,12alpha-Trihydroxy-5beta-cholanic acid[c] => Isochenodeoxycholic acid; 3beta,7alpha,12alpha-Trihydroxy-5beta-cholanic acid[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_itp[n]	ITP[n] => ITP[x]	ITP[n] => ITP[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_k[g]	K+[g] => K+[x]	K+[g] => K+[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
DM_kdn_c_	3-deoxy-D-glycero-D-galacto-2-nonulosonic acid[c] => 3-deoxy-D-glycero-D-galacto-2-nonulosonic acid[x]	3-deoxy-D-glycero-D-galacto-2-nonulosonic acid[c] => 3-deoxy-D-glycero-D-galacto-2-nonulosonic acid[x]	0.000000	0.000000	1000.000000	0.000000	sink/demand reactions were inactivated, and are scheduled for future DELETION
