# Date: 2019-10-18
mets	nameOrig	nameNew	formulaOrig	formulaNew	chargeOrig	chargeNew	notes
m01811x	fatty acid-LD-PS pool	(DELETED)	CHO2R		0	0	
m01812c	fatty acid-LD-SM pool	fatty acid-LD-SM pool (liver tissue)	CHO2R	CHO2R	0	0	
m01812s	fatty acid-LD-SM pool	(DELETED)	CHO2R		0	0	
m01812x	fatty acid-LD-SM pool	(DELETED)	CHO2R		0	0	
m01813c	fatty acid-LD-TG1 pool	fatty acid-LD-TG1 pool (liver tissue)	CHO2R	CHO2R	0	0	
m01813l	fatty acid-LD-TG1 pool	(DELETED)	CHO2R		0	0	
m01813s	fatty acid-LD-TG1 pool	(DELETED)	CHO2R		0	0	
m01813x	fatty acid-LD-TG1 pool	(DELETED)	CHO2R		0	0	
m01814c	fatty acid-LD-TG2 pool	fatty acid-LD-TG2 pool (liver tissue)	CHO2R	CHO2R	0	0	
m01814s	fatty acid-LD-TG2 pool	(DELETED)	CHO2R		0	0	
m01814x	fatty acid-LD-TG2 pool	(DELETED)	CHO2R		0	0	
m01815c	fatty acid-LD-TG3 pool	fatty acid-LD-TG3 pool (liver tissue)	CHO2R	CHO2R	0	0	
m01815s	fatty acid-LD-TG3 pool	(DELETED)	CHO2R		0	0	
m01815x	fatty acid-LD-TG3 pool	(DELETED)	CHO2R		0	0	
m03171c	fatty acid pool	fatty acid biomass pool			0	0	
m10004l	(ADDED)	cholesterol-ester plasma pool		C28H45O2R	0	0	this metabolite will replace the existing "cholesterol-ester pool" in its old formation/degradation pool reaction
m10004r	(ADDED)	cholesterol-ester plasma pool		C28H45O2R	0	0	this metabolite will replace the existing "cholesterol-ester pool" in its old formation/degradation pool reaction
m10005c	(ADDED)	fatty acid pool		CO2R	0	-1	this metabolite will replace all existing fatty acid pool metabolites EXCEPT those in the old pool formation reactions
m10005l	(ADDED)	fatty acid pool		CO2R	0	-1	this metabolite will replace all existing fatty acid pool metabolites EXCEPT those in the old pool formation reactions
m10005p	(ADDED)	fatty acid pool		CO2R	0	-1	this metabolite will replace all existing fatty acid pool metabolites EXCEPT those in the old pool formation reactions
m10005r	(ADDED)	fatty acid pool		CO2R	0	-1	this metabolite will replace all existing fatty acid pool metabolites EXCEPT those in the old pool formation reactions
m10005s	(ADDED)	fatty acid pool		CO2R	0	-1	this metabolite will replace all existing fatty acid pool metabolites EXCEPT those in the old pool formation reactions
m10005x	(ADDED)	fatty acid pool		CO2R	0	-1	this metabolite will replace all existing fatty acid pool metabolites EXCEPT those in the old pool formation reactions
m10006c	(ADDED)	1-acylglycerol-3P pool		C4H6O7PR	0	-2	this metabolite will replace all existing 1-acylglycerol-3P pool metabolites EXCEPT those in the old pool formation reactions
m10006m	(ADDED)	1-acylglycerol-3P pool		C4H6O7PR	0	-2	this metabolite will replace all existing 1-acylglycerol-3P pool metabolites EXCEPT those in the old pool formation reactions
m10006s	(ADDED)	1-acylglycerol-3P pool		C4H6O7PR	0	-2	this metabolite will replace all existing 1-acylglycerol-3P pool metabolites EXCEPT those in the old pool formation reactions
m10006x	(ADDED)	1-acylglycerol-3P pool		C4H6O7PR	0	-2	this metabolite will replace all existing 1-acylglycerol-3P pool metabolites EXCEPT those in the old pool formation reactions
m10007c	(ADDED)	acyl-CoA pool		C22H31N7O17P3SR	0	-4	this metabolite will replace all existing acyl-CoA pool metabolites EXCEPT those in the old pool formation reactions
m10007g	(ADDED)	acyl-CoA pool		C22H31N7O17P3SR	0	-4	this metabolite will replace all existing acyl-CoA pool metabolites EXCEPT those in the old pool formation reactions
m10007m	(ADDED)	acyl-CoA pool		C22H31N7O17P3SR	0	-4	this metabolite will replace all existing acyl-CoA pool metabolites EXCEPT those in the old pool formation reactions
m10007p	(ADDED)	acyl-CoA pool		C22H31N7O17P3SR	0	-4	this metabolite will replace all existing acyl-CoA pool metabolites EXCEPT those in the old pool formation reactions
