# Date: 2019-11-22
rxns	eqnOrig	eqnNew	lbOrig	lbNew	ubOrig	ubNew	grRuleOrig	grRuleNew	notes
ACER21g	ceramide pool[g] + H2O[g] => sphingosine[g] + R Total[g]	ceramide pool[g] + H2O[g] => sphingosine[g] + R Total[g]	0.000000	0.000000	1000.000000	0.000000	ENSG00000078124 or ENSG00000177076	ENSG00000078124 or ENSG00000177076	use of R Total metabolite is inconsistent with existing lipid pools
ACER22g	H2O[g] + dihydroceramide pool[g] => R Total[g] + sphinganine[g]	H2O[g] + dihydroceramide pool[g] => R Total[g] + sphinganine[g]	0.000000	0.000000	1000.000000	0.000000	ENSG00000078124 or ENSG00000177076	ENSG00000078124 or ENSG00000177076	use of R Total metabolite is inconsistent with existing lipid pools
ACER23g	H2O[g] + Phytoceramide[g] => R Total[g] + Phytosphingosine[g]	H2O[g] + Phytoceramide[g] => R Total[g] + Phytosphingosine[g]	0.000000	0.000000	1000.000000	0.000000	ENSG00000078124 or ENSG00000177076	ENSG00000078124 or ENSG00000177076	use of R Total metabolite is inconsistent with existing lipid pools
ACER31r	H2O[r] + Phytoceramide[r] => R Total[r] + Phytosphingosine[r]	H2O[r] + Phytoceramide[r] => R Total[r] + Phytosphingosine[r]	0.000000	0.000000	1000.000000	0.000000	ENSG00000078124	ENSG00000078124	use of R Total metabolite is inconsistent with existing lipid pools
AGLPET	1-alkyl-2-acylglycerol[c] + CDP-ethanolamine[c] + H+[c] => 1-alkyl-2-acylglycerophosphoethanolamine[c] + CMP[c] + H2O[c]	(DELETED)	0.000000	0.000000	1000.000000	0.000000			reaction is duplicate of HMR_7599 after rebalancing
AGLPT	alkyl-glycerone-3-phosphate[c] + H+[c] + R Total 2 Position[c] => 2-acyl-1-alkyl-sn-glycero-3-phosphate[c] + H2O[c]	alkyl-glycerone-3-phosphate[c] + H+[c] + R Total 2 Position[c] => 2-acyl-1-alkyl-sn-glycero-3-phosphate[c] + H2O[c]	0.000000	0.000000	1000.000000	0.000000			use of R Total metabolite is inconsistent with existing lipid pools
AGPAT1	2 H+[c] + R Total 2 Coenzyme A[c] + Lysophosphatidic Acid[c] => CoA[c] + phosphatidate-LD-TAG pool[c]	2 H+[c] + R Total 2 Coenzyme A[c] + Lysophosphatidic Acid[c] => CoA[c] + phosphatidate-LD-TAG pool[c]	0.000000	0.000000	0.000000	0.000000	ENSG00000026652 or ENSG00000143797 or ENSG00000155189 or ENSG00000158669 or ENSG00000160216 or ENSG00000169692 or ENSG00000204310	ENSG00000026652 or ENSG00000143797 or ENSG00000155189 or ENSG00000158669 or ENSG00000160216 or ENSG00000169692 or ENSG00000204310	use of R Total metabolite is inconsistent with existing lipid pools
AGPSx	acylglycerone-phosphate[p] + Hydroxy Alkyl Chain[p] => 1-alkyldihydroxyacetone-phosphate[p] + H+[p] + R Total[p]	acylglycerone-phosphate[p] + Hydroxy Alkyl Chain[p] => alkyl-glycerone-3-phosphate[p] + H+[p] + R Total[p]	0.000000	0.000000	1000.000000	0.000000	ENSG00000018510	ENSG00000018510	use of R Total metabolite is inconsistent with existing lipid pools
AHANDROSTANGLCte	ATP[c] + etiocholan-3alpha-ol-17-one 3-glucuronide[c] + H2O[c] => ADP[c] + etiocholan-3alpha-ol-17-one 3-glucuronide[s] + H+[c] + Pi[c]	(DELETED)	0.000000	0.000000	1000.000000	0.000000	ENSG00000103222		reaction is duplicate of HMR_7982 after rebalancing
ANDRSTRNGLCte	androsterone-glucuronide[c] + ATP[c] + H2O[c] => ADP[c] + androsterone-glucuronide[s] + H+[c] + Pi[c]	(DELETED)	0.000000	0.000000	1000.000000	0.000000	ENSG00000103222		reaction is duplicate of HMR_7967 after rebalancing
ARACHETH	H2O[s] + 1-Arachidonoyl-Sn-Glycero-3-Phosphoethanolamine[s] => H+[s] + phosphatidate-LD-TAG pool[s] + O-Arachidonoyl Ethanolamine[s]	H2O[s] + 1-Arachidonoyl-Sn-Glycero-3-Phosphoethanolamine[s] => H+[s] + phosphatidate-LD-TAG pool[s] + O-Arachidonoyl Ethanolamine[s]	0.000000	0.000000	1000.000000	0.000000	ENSG00000075651 or ENSG00000129219	ENSG00000075651 or ENSG00000129219	use of pools is inconsistent with other reactions in the model
ARTCOAL1	H2O[c] + R Total Coenzyme A[c] => CoA[c] + H+[c] + R Total[c]	H2O[c] + R Total Coenzyme A[c] => CoA[c] + H+[c] + R Total[c]	0.000000	0.000000	1000.000000	0.000000			use of R Total metabolite is inconsistent with existing lipid pools
ARTCOAL2	H2O[c] + R Total 2 Coenzyme A[c] => CoA[c] + H+[c] + R Total 2 Position[c]	H2O[c] + R Total 2 Coenzyme A[c] => CoA[c] + H+[c] + R Total 2 Position[c]	0.000000	0.000000	1000.000000	0.000000			use of R Total metabolite is inconsistent with existing lipid pools
ARTCOAL3	H2O[c] + R Total 3 Coenzyme A[c] => CoA[c] + H+[c] + R Total 3 Position[c]	H2O[c] + R Total 3 Coenzyme A[c] => CoA[c] + H+[c] + R Total 3 Position[c]	0.000000	0.000000	1000.000000	0.000000			use of R Total metabolite is inconsistent with existing lipid pools
ARTFR11	palmitoyl-CoA[c] => R Group 1 Coenzyme A[c]	palmitoyl-CoA[c] => R Group 1 Coenzyme A[c]	0.000000	0.000000	1000.000000	0.000000			use of R Total metabolite is inconsistent with existing lipid pools
ARTFR12	H+[m] + NADPH[m] + palmitoleoyl-CoA[c] => NADP+[m] + R Group 1 Coenzyme A[c]	H+[m] + NADPH[m] + palmitoleoyl-CoA[c] => NADP+[m] + R Group 1 Coenzyme A[c]	0.000000	0.000000	1000.000000	0.000000			use of R Total metabolite is inconsistent with existing lipid pools
ARTFR13	myristoyl-CoA[c] => 0.875 R Group 1 Coenzyme A[c]	myristoyl-CoA[c] => 0.875 R Group 1 Coenzyme A[c]	0.000000	0.000000	0.000000	0.000000			use of R Total metabolite is inconsistent with existing lipid pools
ARTFR202	2 FADH2[m] + H+[m] + linolenoyl-CoA[c] + NADPH[m] => 2 FAD[m] + NADP+[m] + 1.125 R Group 2 Coenzyme A[c]	2 FADH2[m] + H+[m] + linolenoyl-CoA[c] + NADPH[m] => 2 FAD[m] + NADP+[m] + 1.125 R Group 2 Coenzyme A[c]	0.000000	0.000000	0.000000	0.000000			use of R Total metabolite is inconsistent with existing lipid pools
ARTFR203	2 FADH2[m] + gamma-linolenoyl-CoA[c] + H+[m] + NADPH[m] => 2 FAD[m] + NADP+[m] + 1.125 R Group 2 Coenzyme A[c]	2 FADH2[m] + gamma-linolenoyl-CoA[c] + H+[m] + NADPH[m] => 2 FAD[m] + NADP+[m] + 1.125 R Group 2 Coenzyme A[c]	0.000000	0.000000	0.000000	0.000000			use of R Total metabolite is inconsistent with existing lipid pools
ARTFR204	(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA[c] + 2 FADH2[m] + 2 H+[m] + 2 NADPH[m] => 2 FAD[m] + 2 NADP+[m] + 1.125 R Group 2 Coenzyme A[c]	(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA[c] + 2 FADH2[m] + 2 H+[m] + 2 NADPH[m] => 2 FAD[m] + 2 NADP+[m] + 1.125 R Group 2 Coenzyme A[c]	0.000000	0.000000	0.000000	0.000000			use of R Total metabolite is inconsistent with existing lipid pools
ARTFR205	dihomo-gamma-linolenoyl-CoA[c] + 2 FADH2[m] + H+[m] + NADPH[m] => 2 FAD[m] + NADP+[m] + 1.25 R Group 2 Coenzyme A[c]	dihomo-gamma-linolenoyl-CoA[c] + 2 FADH2[m] + H+[m] + NADPH[m] => 2 FAD[m] + NADP+[m] + 1.25 R Group 2 Coenzyme A[c]	0.000000	0.000000	0.000000	0.000000			use of R Total metabolite is inconsistent with existing lipid pools
ARTFR206	arachidonyl-CoA[c] + 2 FADH2[m] + 2 H+[m] + 2 NADPH[m] => 2 FAD[m] + 2 NADP+[m] + 1.25 R Group 2 Coenzyme A[c]	arachidonyl-CoA[c] + 2 FADH2[m] + 2 H+[m] + 2 NADPH[m] => 2 FAD[m] + 2 NADP+[m] + 1.25 R Group 2 Coenzyme A[c]	0.000000	0.000000	0.000000	0.000000			use of R Total metabolite is inconsistent with existing lipid pools
ARTFR207	eicosanoyl-CoA[c] => 1.25 R Group 2 Coenzyme A[c]	eicosanoyl-CoA[c] => 1.25 R Group 2 Coenzyme A[c]	0.000000	0.000000	0.000000	0.000000			use of R Total metabolite is inconsistent with existing lipid pools
ARTFR208	(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA[c] + 3 FADH2[m] + 2 H+[m] + 2 NADPH[m] => 3 FAD[m] + 2 NADP+[m] + 1.25 R Group 2 Coenzyme A[c]	(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA[c] + 3 FADH2[m] + 2 H+[m] + 2 NADPH[m] => 3 FAD[m] + 2 NADP+[m] + 1.25 R Group 2 Coenzyme A[c]	0.000000	0.000000	0.000000	0.000000			use of R Total metabolite is inconsistent with existing lipid pools
ARTFR209	(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA[c] + 2 FADH2[m] + 2 H+[m] + 2 NADPH[m] => 2 FAD[m] + 2 NADP+[m] + 1.375 R Group 2 Coenzyme A[c]	(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA[c] + 2 FADH2[m] + 2 H+[m] + 2 NADPH[m] => 2 FAD[m] + 2 NADP+[m] + 1.375 R Group 2 Coenzyme A[c]	0.000000	0.000000	0.000000	0.000000			use of R Total metabolite is inconsistent with existing lipid pools
ARTFR210	FADH2[m] + H+[m] + linoleoyl-CoA[c] + NADPH[m] => FAD[m] + NADP+[m] + 1.125 R Group 2 Coenzyme A[c]	FADH2[m] + H+[m] + linoleoyl-CoA[c] + NADPH[m] => FAD[m] + NADP+[m] + 1.125 R Group 2 Coenzyme A[c]	0.000000	0.000000	0.000000	0.000000			use of R Total metabolite is inconsistent with existing lipid pools
ARTFR211	(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA[c] + 3 FADH2[m] + 2 H+[m] + 2 NADPH[m] => 3 FAD[m] + 2 NADP+[m] + 1.375 R Group 2 Coenzyme A[c]	(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA[c] + 3 FADH2[m] + 2 H+[m] + 2 NADPH[m] => 3 FAD[m] + 2 NADP+[m] + 1.375 R Group 2 Coenzyme A[c]	0.000000	0.000000	0.000000	0.000000			use of R Total metabolite is inconsistent with existing lipid pools
ARTFR212	(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA[c] + 3 FADH2[m] + 2 H+[m] + 2 NADPH[m] => 3 FAD[m] + 2 NADP+[m] + 1.375 R Group 2 Coenzyme A[c]	(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA[c] + 3 FADH2[m] + 2 H+[m] + 2 NADPH[m] => 3 FAD[m] + 2 NADP+[m] + 1.375 R Group 2 Coenzyme A[c]	0.000000	0.000000	0.000000	0.000000			use of R Total metabolite is inconsistent with existing lipid pools
ARTFR213	(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA[c] + 3 FADH2[m] + 3 H+[m] + 3 NADPH[m] => 3 FAD[m] + 3 NADP+[m] + 1.375 R Group 2 Coenzyme A[c]	(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA[c] + 3 FADH2[m] + 3 H+[m] + 3 NADPH[m] => 3 FAD[m] + 3 NADP+[m] + 1.375 R Group 2 Coenzyme A[c]	0.000000	0.000000	0.000000	0.000000			use of R Total metabolite is inconsistent with existing lipid pools
ARTFR31	stearoyl-CoA[c] => 1.125 R Group 3 Coenzyme A[c]	stearoyl-CoA[c] => 1.125 R Group 3 Coenzyme A[c]	0.000000	0.000000	0.000000	0.000000			use of R Total metabolite is inconsistent with existing lipid pools
ARTFR32	H+[m] + NADPH[m] + oleoyl-CoA[c] => NADP+[m] + 1.125 R Group 3 Coenzyme A[c]	H+[m] + NADPH[m] + oleoyl-CoA[c] => NADP+[m] + 1.125 R Group 3 Coenzyme A[c]	0.000000	0.000000	0.000000	0.000000			use of R Total metabolite is inconsistent with existing lipid pools
ARTFR33	H+[m] + NADPH[m] + 11-Octadecenoyl Coenzyme A[c] => NADP+[m] + 1.125 R Group 3 Coenzyme A[c]	H+[m] + NADPH[m] + 11-Octadecenoyl Coenzyme A[c] => NADP+[m] + 1.125 R Group 3 Coenzyme A[c]	0.000000	0.000000	0.000000	0.000000			use of R Total metabolite is inconsistent with existing lipid pools
ARTFR34	(6Z,9Z)-octadecadienoyl-CoA[c] + H+[m] + NADPH[m] => NADP+[m] + 1.125 R Group 3 Coenzyme A[c]	(6Z,9Z)-octadecadienoyl-CoA[c] + H+[m] + NADPH[m] => NADP+[m] + 1.125 R Group 3 Coenzyme A[c]	0.000000	0.000000	0.000000	0.000000			use of R Total metabolite is inconsistent with existing lipid pools
ARTFR41	H+[m] + NADPH[m] + palmitoleoyl-CoA[c] => NADP+[m] + R Group 4 Coenzyme A[c]	H+[m] + NADPH[m] + palmitoleoyl-CoA[c] => NADP+[m] + R Group 4 Coenzyme A[c]	0.000000	0.000000	1000.000000	0.000000			use of R Total metabolite is inconsistent with existing lipid pools
ARTFR42	H+[m] + NADPH[m] + oleoyl-CoA[c] => NADP+[m] + 1.125 R Group 4 Coenzyme A[c]	H+[m] + NADPH[m] + oleoyl-CoA[c] => NADP+[m] + 1.125 R Group 4 Coenzyme A[c]	0.000000	0.000000	0.000000	0.000000			use of R Total metabolite is inconsistent with existing lipid pools
ARTFR43	H+[m] + NADPH[m] + 11-Octadecenoyl Coenzyme A[c] => NADP+[m] + 1.125 R Group 4 Coenzyme A[c]	H+[m] + NADPH[m] + 11-Octadecenoyl Coenzyme A[c] => NADP+[m] + 1.125 R Group 4 Coenzyme A[c]	0.000000	0.000000	0.000000	0.000000			use of R Total metabolite is inconsistent with existing lipid pools
ARTFR44	(6Z,9Z)-octadecadienoyl-CoA[c] + H+[m] + NADPH[m] => NADP+[m] + 1.125 R Group 4 Coenzyme A[c]	(6Z,9Z)-octadecadienoyl-CoA[c] + H+[m] + NADPH[m] => NADP+[m] + 1.125 R Group 4 Coenzyme A[c]	0.000000	0.000000	0.000000	0.000000			use of R Total metabolite is inconsistent with existing lipid pools
ARTFR45	(15Z)-tetracosenoyl-CoA[c] + H+[m] + NADPH[m] => NADP+[m] + 1.5 R Group 4 Coenzyme A[c]	(15Z)-tetracosenoyl-CoA[c] + H+[m] + NADPH[m] => NADP+[m] + 1.5 R Group 4 Coenzyme A[c]	0.000000	0.000000	0.000000	0.000000			use of R Total metabolite is inconsistent with existing lipid pools
ARTFR46	(2E)-octadecenoyl-CoA[c] + H+[m] + NADPH[m] => NADP+[m] + 1.125 R Group 4 Coenzyme A[c]	(2E)-octadecenoyl-CoA[c] + H+[m] + NADPH[m] => NADP+[m] + 1.125 R Group 4 Coenzyme A[c]	0.000000	0.000000	0.000000	0.000000			use of R Total metabolite is inconsistent with existing lipid pools
ARTFR51	tetracosanoyl-CoA[c] => 1.5 R Group 5 Coenzyme A[c]	tetracosanoyl-CoA[c] => 1.5 R Group 5 Coenzyme A[c]	0.000000	0.000000	0.000000	0.000000			use of R Total metabolite is inconsistent with existing lipid pools
ARTFR52	hexacosanoyl-CoA[c] => 1.625 R Group 5 Coenzyme A[c]	hexacosanoyl-CoA[c] => 1.625 R Group 5 Coenzyme A[c]	0.000000	0.000000	0.000000	0.000000			use of R Total metabolite is inconsistent with existing lipid pools
ARTFR53	(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA[c] + 2 FADH2[m] + 2 H+[m] + 2 NADPH[m] => 2 FAD[m] + 2 NADP+[m] + 1.25 R Group 5 Coenzyme A[c]	(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA[c] + 2 FADH2[m] + 2 H+[m] + 2 NADPH[m] => 2 FAD[m] + 2 NADP+[m] + 1.25 R Group 5 Coenzyme A[c]	0.000000	0.000000	0.000000	0.000000			use of R Total metabolite is inconsistent with existing lipid pools
ARTFR54	(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA[c] + 3 FADH2[m] + 2 H+[m] + 2 NADPH[m] => 3 FAD[m] + 2 NADP+[m] + 1.5 R Group 5 Coenzyme A[c]	(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA[c] + 3 FADH2[m] + 2 H+[m] + 2 NADPH[m] => 3 FAD[m] + 2 NADP+[m] + 1.5 R Group 5 Coenzyme A[c]	0.000000	0.000000	0.000000	0.000000			use of R Total metabolite is inconsistent with existing lipid pools
ARTFR55	(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA[c] + 3 FADH2[m] + 2 H+[m] + 2 NADPH[m] => 3 FAD[m] + 2 NADP+[m] + 1.5 R Group 5 Coenzyme A[c]	(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA[c] + 3 FADH2[m] + 2 H+[m] + 2 NADPH[m] => 3 FAD[m] + 2 NADP+[m] + 1.5 R Group 5 Coenzyme A[c]	0.000000	0.000000	0.000000	0.000000			use of R Total metabolite is inconsistent with existing lipid pools
ARTFR56	(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA[c] + 2 FADH2[m] + 2 H+[m] + 2 NADPH[m] => 2 FAD[m] + 2 NADP+[m] + 1.5 R Group 5 Coenzyme A[c]	(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA[c] + 2 FADH2[m] + 2 H+[m] + 2 NADPH[m] => 2 FAD[m] + 2 NADP+[m] + 1.5 R Group 5 Coenzyme A[c]	0.000000	0.000000	0.000000	0.000000			use of R Total metabolite is inconsistent with existing lipid pools
ARTFR57	(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA[c] + 3 FADH2[m] + 3 H+[m] + 3 NADPH[m] => 3 FAD[m] + 3 NADP+[m] + 1.5 R Group 5 Coenzyme A[c]	(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA[c] + 3 FADH2[m] + 3 H+[m] + 3 NADPH[m] => 3 FAD[m] + 3 NADP+[m] + 1.5 R Group 5 Coenzyme A[c]	0.000000	0.000000	0.000000	0.000000			use of R Total metabolite is inconsistent with existing lipid pools
ARTFR61	H+[m] + NADPH[m] + (2E)-hexadecenoyl-CoA[c] => NADP+[m] + R Group 6 Coenzyme A[c]	H+[m] + NADPH[m] + (2E)-hexadecenoyl-CoA[c] => NADP+[m] + R Group 6 Coenzyme A[c]	0.000000	0.000000	1000.000000	0.000000			use of R Total metabolite is inconsistent with existing lipid pools
ARTPLM1	R Total Coenzyme A[c] => palmitoyl-CoA[c]	R Total Coenzyme A[c] => palmitoyl-CoA[c]	0.000000	0.000000	1000.000000	0.000000			use of R Total metabolite is inconsistent with existing lipid pools
ARTPLM1m	R Total Coenzyme A[m] => palmitoyl-CoA[m]	R Total Coenzyme A[m] => palmitoyl-CoA[m]	0.000000	0.000000	1000.000000	0.000000			use of R Total metabolite is inconsistent with existing lipid pools
ARTPLM2	R Total 2 Coenzyme A[c] => palmitoyl-CoA[c]	R Total 2 Coenzyme A[c] => palmitoyl-CoA[c]	0.000000	0.000000	1000.000000	0.000000			use of R Total metabolite is inconsistent with existing lipid pools
ARTPLM2m	R Total 2 Coenzyme A[m] => palmitoyl-CoA[m]	R Total 2 Coenzyme A[m] => palmitoyl-CoA[m]	0.000000	0.000000	1000.000000	0.000000			use of R Total metabolite is inconsistent with existing lipid pools
ARTPLM3	R Total 3 Coenzyme A[c] => palmitoyl-CoA[c]	R Total 3 Coenzyme A[c] => palmitoyl-CoA[c]	0.000000	0.000000	1000.000000	0.000000			use of R Total metabolite is inconsistent with existing lipid pools
ARTPLM3m	R Total 3 Coenzyme A[m] => palmitoyl-CoA[m]	R Total 3 Coenzyme A[m] => palmitoyl-CoA[m]	0.000000	0.000000	1000.000000	0.000000			use of R Total metabolite is inconsistent with existing lipid pools
ASAH1	ceramide pool[l] + H2O[l] => sphingosine[l] + R Total[l]	ceramide pool[l] + H2O[l] => sphingosine[l] + R Total[l]	0.000000	0.000000	1000.000000	0.000000	ENSG00000104763	ENSG00000104763	use of R Total metabolite is inconsistent with existing lipid pools
BDMT_L	GDP-mannose[c] + 0.1 N,N-chitobiosyldiphosphodolichol[c] => 0.1 beta-D-mannosyldiacetylchitobiosyldiphosphodolichol[c] + GDP[c] + H+[c]	(DELETED)	0.000000	0.000000	1000.000000	0.000000	ENSG00000033011		reaction is duplicate of HMR_7266 after rebalancing
BDMT_U	GDP-mannose[c] + 0.1 N,N-Diacetylchitobiosyldiphosphodolichol, Human Uterine Homolog[c] => GDP[c] + H+[c] + 0.1 Beta-D-Mannosyldiacetylchitobiosyldiphosphodolichol, Human Uterine Homolog[c]	(DELETED)	0.000000	0.000000	1000.000000	0.000000	ENSG00000033011		reaction is duplicate of HMR_7266 after rebalancing
BGAL1l	H2O[l] + Ganglioside Gm1[l] => galactose[l] + N-Acetyl-Beta-D-Galactosaminyl-(1->4)-[Alpha-N-Acetylneuraminosyl-(2->3)]-Beta-D-Galactosyl-Beta-D-Glucosyl-(1<->1)-Ceramide Anion[l]	H2O[l] + Ganglioside Gm1[l] => galactose[l] + GM2[l]	0.000000	0.000000	1000.000000	1000.000000	ENSG00000064601 or ENSG00000141012 or ENSG00000170266 or ENSG00000196743 or ENSG00000197746 or ENSG00000204386	ENSG00000064601 or ENSG00000141012 or ENSG00000170266 or ENSG00000196743 or ENSG00000197746 or ENSG00000204386	
BILDGLCURte	ATP[c] + bilirubin-bisglucuronoside[c] + H2O[c] => ADP[c] + bilirubin-bisglucuronoside[s] + H+[c] + Pi[c]	(DELETED)	0.000000	0.000000	1000.000000	0.000000	ENSG00000023839 or ENSG00000103222 or ENSG00000108846		reaction is duplicate of HMR_1896 after rebalancing
BILGLCURte	ATP[c] + bilirubin-monoglucuronoside[c] + H2O[c] => ADP[c] + bilirubin-monoglucuronoside[s] + H+[c] + Pi[c]	(DELETED)	0.000000	0.000000	1000.000000	0.000000	ENSG00000103222		reaction is duplicate of HMR_8633 after rebalancing
BMTer_U	memgacpail heparan sulfate[r] + 0.1 Dolichyl Phosphate D-Mannose, Human Uterine Homolog[r] => H+[r] + m2emgacpail heparan sulfate[r] + 0.1 Dolichyl Phosphate[r]	(DELETED)	0.000000	0.000000	1000.000000	0.000000	ENSG00000069943		reaction is duplicate of HMR_8388 after rebalancing
BTNt3ile	ATP[c] + biotin[s] + H2O[c] + 2 Na+[s] => ADP[c] + biotin[c] + H+[c] + 2 Na+[c] + Pi[c]	(DELETED)	0.000000	0.000000	1000.000000	0.000000	ENSG00000138074		reaction is duplicate of HMR_7667 after rebalancing
C140CPT1	L-carnitine[c] + myristoyl-CoA[c] <=> CoA[c] + tetradecenoylcarnitine(5)[c]	L-carnitine[c] + myristoyl-CoA[c] <=> CoA[c] + tetradecanoylcarnitine[c]	-1000.000000	-1000.000000	1000.000000	1000.000000	ENSG00000110090 or ENSG00000169169 or ENSG00000205560	ENSG00000110090 or ENSG00000169169 or ENSG00000205560	
C16txc	ATP[c] + H2O[c] + palmitoyl-CoA[c] => ADP[c] + H+[c] + palmitoyl-CoA[p] + Pi[c]	(DELETED)	0.000000	0.000000	1000.000000	0.000000	ENSG00000101986		reaction is duplicate of HMR_3011 after rebalancing
CAMPt	ATP[c] + cAMP[c] + H2O[c] => ADP[c] + cAMP[s] + H+[c] + Pi[c]	(DELETED)	0.000000	0.000000	1000.000000	0.000000	ENSG00000114770 or ENSG00000121270 or ENSG00000125257		reaction is duplicate of HMR_7691 after rebalancing
CBLATm	ATP[m] + cob(I)alamin[m] + H+[m] <=> cobamide-coenzyme[m] + triphosphate[m]	(DELETED)	-1000.000000	0.000000	1000.000000	0.000000	ENSG00000151611		reaction is duplicate of HMR_8616 after rebalancing
