reaction_id,reaction_equation,dead_end_test,duplicate_test_exact,duplicate_test_directions,duplicate_test_coefficients,duplicate_test_redox
MAR04373,MAM00247c + MAM02039c + MAM02553c <=> MAM01939c + MAM02552c + MAM02751c,ok,ok,ok,ok,N/A
MAR04375,MAM01690c + MAM01939c <=> MAM01841c,ok,ok,ok,ok,N/A
MAR04377,MAM01841c + MAM02040c --> MAM01845c + MAM02751c,ok,ok,ok,ok,N/A
MAR04381,MAM01845c <=> MAM01968c,ok,ok,ok,ok,N/A
MAR04391,MAM01690c <=> MAM01939c,ok,ok,ok,ok,N/A
MAR04394,MAM01371c + MAM01965c --> MAM01285c + MAM01968c + MAM02039c,ok,ok,ok,ok,N/A
MAR04396,MAM01967c <=> MAM01968c,ok,ok,ok,ok,N/A
MAR04521,MAM01968r + MAM02040r --> MAM01965r + MAM02751r,ok,ok,ok,ok,N/A
MAR06412,MAM01597m + MAM02869m --> MAM01261m + MAM01701m,ok,ok,ok,ok,N/A
MAR07745,MAM01388c <=> MAM01965c,MAM01388c,ok,ok,ok,N/A
MAR07747,MAM01285c + MAM01965c --> MAM01334c + MAM01968c + MAM02039c,ok,ok,ok,ok,N/A
MAR08360,MAM01796x + MAM02041x --> MAM01249x + 2 MAM02040x,ok,ok,ok,ok,N/A
MAR08652,MAM01420r + MAM01965r --> MAM01596r + MAM01968r + MAM02578r,MAM01420r;MAM02578r,ok,ok,ok,N/A
MAR08757,MAM01796c + MAM02039c + MAM02555c + MAM02630c --> MAM01249c + 2 MAM02040c + MAM02554c,ok,ok,ok,ok,N/A
MAR03989,MAM02040e + MAM02450e --> 2 MAM01965e,ok,ok,ok,ok,N/A
MAR04122,MAM02040c + 2 MAM02552c + MAM03108c --> 3 MAM02039c + 2 MAM02553c + MAM03109c,ok,ok,ok,ok,N/A
MAR04837,MAM02040e + MAM03039e --> 2 MAM01965e,ok,ok,ok,ok,N/A
MAR05395,MAM01996c + 8 MAM03108c --> MAM01995c + 8 MAM02039c + 8 MAM03106c,ok,ok,ok,ok,N/A
MAR05396,MAM01995c + 3 MAM03108c --> MAM01990c + 3 MAM02039c + 3 MAM03106c,ok,ok,ok,ok,N/A
MAR09727,MAM03108c --> MAM02039c + MAM03106c + MAM03161c,ok,ok,ok,ok,N/A
MAR05397,MAM01990c --> MAM01992c,ok,ok,ok,ok,N/A
MAR05398,MAM01992c + 3 MAM02751c --> 3 MAM01967c + MAM01991c,ok,ok,ok,ok,N/A
MAR05399,MAM01991c --> MAM01994c,ok,ok,ok,ok,N/A
MAR05400,MAM01994c + MAM02040c --> MAM01965c + MAM01993c,ok,ok,ok,ok,N/A
MAR05401,MAM01993c + 7 MAM02751c --> 7 MAM01967c + MAM01996c,ok,ok,ok,ok,N/A
MAR08568,MAM02040c + MAM02445c --> MAM01840c + MAM02448c,ok,ok,ok,ok,N/A
MAR08569,MAM02040e + MAM02445e --> MAM01965e + MAM02448e,ok,ok,ok,ok,N/A
MAR08570,2 MAM02040c + MAM02448c --> 2 MAM01840c + MAM02446c,ok,ok,ok,ok,N/A
MAR08571,2 MAM02040e + MAM02448e --> 2 MAM01965e + MAM02446e,ok,ok,ok,ok,N/A
MAR08572,MAM02040c + MAM02446c --> MAM01840c + MAM02447c,ok,ok,ok,ok,N/A
MAR08573,MAM02040e + MAM02446e --> MAM01965e + MAM02447e,ok,ok,ok,ok,N/A
MAR08574,MAM02040c + MAM02447c --> MAM01840c + MAM02449c,ok,ok,ok,ok,N/A
MAR08575,MAM02040e + MAM02447e --> MAM01965e + MAM02449e,ok,ok,ok,ok,N/A
MAR08576,MAM02040c + MAM02449c --> MAM01840c + MAM02451c,ok,ok,ok,ok,N/A
MAR08577,MAM02040e + MAM02449e --> MAM01965e + MAM02451e,ok,ok,ok,ok,N/A
MAR08578,MAM02040c + MAM02451c --> MAM01840c + MAM02452c,ok,ok,ok,ok,N/A
MAR08579,MAM02040e + MAM02451e --> MAM01965e + MAM02452e,ok,ok,ok,ok,N/A
MAR08581,MAM02040e + MAM02452e --> MAM01965e + MAM02450e,ok,ok,ok,ok,N/A
MAR08591,MAM02040c + MAM02452c --> MAM01965c + MAM02450c,ok,ok,ok,ok,N/A
MAR08592,MAM02040l + MAM02452l --> MAM01965l + MAM02450l,ok,ok,ok,ok,N/A
MAR08580,MAM02040c + MAM02452c --> MAM01840c + MAM02450c,ok,ok,ok,ok,N/A
MAR08582,MAM02040c + MAM02450c --> 2 MAM01840c,ok,ok,ok,ok,N/A
MAR08587,MAM02040c + MAM02450c --> 2 MAM01965c,ok,ok,ok,ok,N/A
MAR08589,MAM02040l + MAM02450l --> 2 MAM01965l,ok,ok,ok,ok,N/A
MAR08583,8 MAM02040e + MAM02936e --> 8 MAM01965e + MAM02937e,ok,ok,ok,ok,N/A
MAR08584,MAM02040e + MAM02937e --> MAM01965e + MAM02450e,ok,ok,ok,ok,N/A
MAR08585,MAM00247c + MAM01967c --> MAM00913c + MAM01966c,ok,ok,ok,ok,N/A
MAR03944,MAM01967c + MAM02039c + MAM03130c --> MAM02759c + MAM03108c,ok,ok,ok,ok,N/A
MAR04128,MAM03107c <=> MAM03108c,ok,ok,ok,ok,N/A
MAR04130,MAM01371c + MAM01910c --> MAM01285c + MAM01322c + MAM02039c,ok,ok,ok,ok,N/A
MAR04131,MAM01967c + MAM03107c <=> MAM01322c + MAM03108c,ok,ok,ok,ok,N/A
MAR04132,MAM01911c + MAM03108c --> MAM01967c + MAM03107c,ok,ok,ok,ok,N/A
MAR04303,MAM02040e + MAM02945e --> MAM01840e + MAM01965e,ok,ok,ok,ok,N/A
MAR04414,MAM01371c + MAM01910c --> MAM01285c + MAM01911c + MAM02039c,ok,ok,ok,ok,N/A
MAR04415,MAM02040e + MAM02332e --> MAM01910e + MAM01965e,ok,ok,ok,ok,N/A
MAR04416,MAM01913e + MAM02040e --> MAM01910e + MAM01983e,ok,ok,ok,ok,N/A
MAR04831,MAM02332e + MAM02552e <=> MAM00812e + MAM02039e + MAM02553e,ok,ok,ok,ok,N/A
MAR04832,MAM00810e + MAM01965e <=> MAM00812e + MAM02040e,ok,ok,ok,ok,N/A
MAR07674,MAM01965g + MAM03107g --> MAM02039g + MAM02332g + MAM03106g,ok,ok,ok,ok,N/A
MAR08761,MAM01371c + MAM01745c --> MAM01285c + MAM01746c + MAM02039c,ok,ok,ok,ok,N/A
MAR08762,MAM01746c <=> MAM01690c + MAM01981c,only when going backwards,ok,ok,ok,N/A
MAR08764,MAM02040l + MAM02332l --> MAM01910l + MAM01965l,ok,ok,ok,ok,N/A
MAR08766,MAM01910c + MAM02039c + MAM02555c <=> MAM01909c + MAM02554c,ok,ok,ok,ok,N/A
MAR08767,MAM01322c + MAM02039c + MAM03130c --> MAM02759c + MAM03107c,ok,ok,ok,ok,N/A
MAR00454,MAM01371c + MAM01981c --> MAM01285c + MAM01939c + MAM02039c,ok,ok,ok,ok,N/A
MAR04297,MAM01371c + MAM01845c --> MAM01285c + MAM01843c + MAM02039c,ok,ok,ok,ok,N/A
MAR04310,MAM01371c + MAM01840c --> MAM01285c + MAM01842c + MAM02039c,MAM01842c,ok,ok,ok,N/A
MAR04315,MAM01682c + MAM02552c <=> MAM01840c + MAM02039c + MAM02553c,ok,ok,ok,ok,N/A
MAR04316,MAM01682c + MAM02554c <=> MAM01965c + MAM02039c + MAM02555c,ok,ok,ok,ok,N/A
MAR04317,MAM01371c + MAM01682c --> MAM01285c + MAM02039c + MAM02917c,MAM02917c,ok,ok,ok,N/A
MAR04318,MAM01371c + MAM01840c --> MAM01285c + MAM01844c + MAM02039c,MAM01844c,ok,ok,ok,N/A
MAR04319,MAM01371c + MAM01840c --> MAM01285c + MAM01845c + MAM02039c,ok,ok,ok,ok,N/A
MAR04320,MAM01371c + MAM02454c --> MAM01285c + MAM01717c + MAM02039c,MAM01717c,ok,ok,ok,N/A
MAR04356,MAM01690c + MAM01981c --> MAM01842c,MAM01842c,ok,ok,ok,N/A
MAR04383,MAM01845c <=> MAM02455c,ok,ok,ok,ok,N/A
MAR04385,MAM02455c --> MAM02454c,ok,ok,ok,ok,N/A
MAR04386,MAM01948c + MAM02039c + MAM02454c --> MAM01951c + MAM02751c,ok,ok,ok,ok,N/A
MAR04387,MAM02034c + MAM02039c + MAM02454c --> MAM01951c + MAM02759c,ok,ok,ok,ok,N/A
MAR04399,MAM01951c --> MAM01949c + MAM02040c,ok,ok,ok,ok,N/A
MAR04400,MAM01949c + MAM02039c + MAM02553c --> MAM01950c + MAM02552c,ok,ok,ok,ok,N/A
MAR04401,MAM02034c + MAM02039c + MAM02372c --> MAM01950c + MAM02759c,ok,ok,ok,ok,N/A
MAR04402,MAM01159c + MAM01371c <=> MAM01285c + MAM02039c + MAM02372c,only when going backwards,ok,ok,ok,N/A
MAR04403,MAM01159c --> MAM02373c,MAM02373c,ok,ok,ok,N/A
MAR04490,MAM01371c + MAM02453c --> MAM01285c + MAM02039c + MAM02455c,ok,ok,ok,ok,N/A
MAR04706,MAM01843c + MAM02040c --> MAM01845c + MAM02751c,ok,ok,ok,ok,N/A
MAR08768,MAM01949c + MAM02039c + MAM02555c --> MAM01950c + MAM02554c,ok,ok,ok,ok,N/A
MAR04590,MAM02039c + MAM02425c + MAM02555c --> MAM02554c + MAM03155c,ok,ok,ok,ok,N/A
MAR04591,MAM02552c + MAM03155c --> MAM02039c + MAM02425c + MAM02553c,ok,ok,ok,ok,N/A
MAR04592,MAM01758c + MAM02039c + MAM02555c <=> MAM02554c + MAM03155c,ok,ok,ok,ok,N/A
MAR04593,MAM02552c + MAM03155c --> MAM01759c + MAM02039c + MAM02553c,ok,ok,ok,ok,N/A
MAR04594,MAM01758c + MAM02554c --> MAM01757c + MAM02039c + MAM02555c,MAM01757c,ok,ok,ok,N/A
MAR04595,MAM01285c + MAM01761c + MAM02039c <=> MAM01371c + MAM01759c,ok,ok,ok,ok,N/A
MAR08341,MAM02039c + MAM02337c + MAM02555c --> MAM02338c + MAM02554c,ok,ok,ok,ok,N/A
MAR08342,MAM02039c + MAM02425c + MAM02553c <=> MAM02338c + MAM02552c,ok,ok,ok,ok,N/A
MAR08344,MAM01973r + MAM02039r + MAM02555r <=> MAM02378r + MAM02554r,ok,ok,ok,ok,N/A
MAR08352,MAM00768c + MAM02039c + MAM02553c <=> MAM02378c + MAM02552c,ok,ok,ok,ok,N/A
MAR08353,MAM00768c + MAM02039c <=> MAM01596c + MAM02425c,ok,ok,ok,ok,N/A
MAR08726,MAM01371c + MAM01743c --> MAM01285c + MAM02039c + MAM02846c,ok,ok,ok,ok,N/A
MAR08727,MAM02040c + MAM03109c --> MAM01684c + 2 MAM02039c + MAM03114c,ok,ok,ok,ok,N/A
MAR08728,MAM01684c + MAM02040c --> MAM01973c + MAM02751c,ok,ok,ok,ok,N/A
MAR08729,MAM02040c + MAM03109c --> MAM01973c + MAM02039c + MAM03106c,ok,ok,ok,ok,N/A
MAR06537,MAM01973c + MAM02039c + MAM02555c <=> MAM02378c + MAM02554c,ok,ok,ok,ok,N/A
MAR01568,MAM01249c + MAM02040c + MAM02552c --> MAM01252c + 2 MAM02039c + MAM02553c,ok,ok,ok,ok,N/A
MAR03853,MAM02026c + MAM02475c --> MAM00168c,ok,ok,ok,ok,N/A
MAR03854,MAM02039c + MAM02475c + MAM02553c --> MAM02329c + MAM02552c,ok,ok,ok,ok,N/A
MAR03855,MAM02039c + MAM02329c + MAM02555c --> MAM02554c + MAM02771c,ok,ok,ok,ok,N/A
MAR03857,MAM00168c + MAM02040c --> MAM01716c + MAM02026c + MAM02039c,ok,ok,ok,ok,N/A
MAR03859,MAM01716c + 2 MAM01824m --> 2 MAM01826m + 2 MAM02039c + MAM02819c,ok,ok,ok,ok,N/A
MAR04087,MAM02439m + MAM02552m --> MAM01596m + MAM02553m + MAM02819m,ok,ok,ok,ok,N/A
MAR04089,MAM02439c + MAM02554c --> MAM01596c + MAM02555c + MAM02819c,ok,ok,ok,ok,N/A
MAR04091,MAM02439m + MAM02554m --> MAM01596m + MAM02555m + MAM02819m,ok,ok,ok,ok,N/A
MAR04093,MAM01261c + MAM02040c --> MAM01252c + MAM01597c + MAM02039c,ok,ok,ok,ok,N/A
MAR04095,MAM01261m + MAM02040m --> MAM01252m + MAM01597m + MAM02039m,ok,ok,ok,ok,N/A
MAR04101,MAM02034c + MAM02633c --> MAM01596c + MAM01948c + MAM02696c,ok,ok,ok,ok,N/A
MAR04103,MAM02034m + MAM02633m --> MAM01596m + MAM01948m + MAM02696m,ok,ok,ok,ok,N/A
MAR04143,MAM01371m + MAM02046m + MAM02819m --> MAM01285m + MAM02039m + MAM02633m + MAM02751m,ok,ok,ok,ok,N/A
MAR04193,MAM01424c + MAM02039c + MAM02696c --> MAM01623c + MAM02819c,ok,ok,ok,ok,N/A
MAR08497,MAM02039c + MAM02475c + MAM02555c --> MAM02148c + MAM02554c,ok,ok,ok,ok,N/A
MAR08498,MAM01256c + MAM02039c + MAM02555c + MAM02630c --> MAM02040c + MAM02148c + MAM02554c,ok,ok,ok,ok,N/A
MAR08499,MAM02039c + MAM02148c + MAM02555c + MAM02630c --> 2 MAM02040c + MAM02475c + MAM02554c,ok,ok,ok,ok,N/A
MAR08500,MAM02039c + MAM02148c + MAM02555c --> MAM02554c + MAM02771c,ok,ok,ok,ok,N/A
MAR08501,MAM02039c + MAM02475c + MAM02555c --> MAM01715c + MAM02554c,ok,ok,ok,ok,N/A
MAR08502,MAM00168c + MAM02039c + MAM02553c <=> MAM01715c + MAM02026c + MAM02552c,ok,ok,ok,ok,N/A
MAR08503,MAM02040c + MAM02329c + MAM02552c --> 2 MAM02039c + MAM02403c + MAM02553c,ok,ok,ok,ok,N/A
MAR08504,MAM01715c + MAM02040c + MAM02552c --> MAM01716c + 2 MAM02039c + MAM02553c,ok,ok,ok,ok,N/A
MAR08506,MAM02040m + MAM02329m + MAM02552m --> 2 MAM02039m + MAM02403m + MAM02553m,ok,ok,ok,ok,N/A
MAR08507,MAM02552c + MAM02771c --> MAM01715c + MAM02039c + MAM02553c,ok,ok,ok,ok,N/A
MAR08508,MAM02552c + MAM02771c --> MAM02039c + MAM02329c + MAM02553c,ok,ok,ok,ok,N/A
MAR08509,MAM01715c + MAM02039c + MAM02555c --> MAM02554c + MAM02771c,ok,ok,ok,ok,N/A
MAR08511,MAM00168m + MAM02040m --> MAM01716m + MAM02026m + MAM02039m,ok,ok,ok,ok,N/A
MAR08512,MAM01716c + MAM02552c <=> MAM02039c + MAM02553c + MAM02819c,ok,ok,ok,ok,N/A
MAR08514,2 MAM01824m + MAM02403c --> 2 MAM01826m + 2 MAM02039c + MAM02819c,ok,ok,ok,ok,N/A
MAR08516,MAM01690c --> MAM02475c + MAM02751c,ok,ok,ok,ok,N/A
MAR08517,MAM01939c --> MAM02475c + MAM02751c,ok,ok,ok,ok,N/A
MAR04280,MAM02039m + MAM02553m + MAM02819m <=> MAM02403m + MAM02552m,ok,ok,ok,ok,N/A
MAR00153,MAM01371c + MAM01597c + MAM02772c --> MAM01334c + MAM02759c + MAM02774c,ok,ok,ok,ok,N/A
MAR03212,MAM01802m + MAM02774m --> MAM01265m + MAM01803m,ok,ok,ok,ok,N/A
MAR03797,MAM01371m + MAM01597m + MAM02772m --> MAM01334m + MAM02759m + MAM02774m,ok,ok,ok,ok,N/A
MAR03800,MAM00671m + MAM02039m + MAM02984m --> MAM01596m + MAM20081m,ok,ok,ok,ok,N/A
MAR04105,MAM02039c + MAM02444c --> MAM01261c + MAM01596c,ok,ok,ok,ok,N/A
MAR04106,MAM02039m + MAM02444m --> MAM01261m + MAM01596m,ok,ok,ok,ok,N/A
MAR04107,MAM02039x + MAM02444x --> MAM01261x + MAM01596x,ok,ok,ok,ok,N/A
MAR04282,MAM00900m + MAM01597m + MAM02552m --> MAM01261m + MAM01596m + MAM02553m,ok,ok,ok,ok,N/A
MAR04331,MAM01334c + MAM02039c + MAM02774c <=> MAM01597c + MAM02775c,only when going forwards,ok,ok,ok,N/A
MAR04459,MAM01371c + MAM02039c + MAM02772c --> MAM02759c + MAM02775c,ok,ok,ok,ok,N/A
MAR04460,MAM01371m + MAM02039m + MAM02772m --> MAM02759m + MAM02775m,ok,ok,ok,ok,N/A
MAR04464,MAM01253m + MAM02039m --> MAM01256m + MAM01596m,ok,ok,ok,ok,N/A
MAR04497,MAM02142m + MAM02552m --> MAM00900m + MAM02039m + MAM02553m,ok,ok,ok,ok,N/A
MAR04741,MAM00799m + MAM02040m --> MAM01597m + MAM02039m + MAM02142m,ok,ok,ok,ok,N/A
MAR08078,MAM02040c + MAM02633c + MAM02774c --> MAM00665c + MAM01597c + MAM02039c,ok,ok,ok,ok,N/A
MAR09803,2 MAM02039m + MAM02444m + MAM02555m <=> MAM02040m + MAM02554m + MAM03168m,ok,ok,ok,ok,N/A
MAR09804,MAM00799m + MAM02554m <=> MAM02039m + MAM02555m + MAM03168m,ok,ok,ok,ok,N/A
MAR00718,MAM01306c + MAM01803c --> MAM00653c + MAM01802c,MAM00653c,ok,ok,ok,N/A
MAR00719,MAM01306c + MAM02039c + MAM02553c --> MAM00653c + MAM02552c,MAM00653c,ok,ok,ok,N/A
MAR01434,MAM01255c + MAM01597c <=> 2 MAM01261c,ok,ok,ok,ok,N/A
MAR01436,MAM01253c + MAM01371c + MAM01597c --> MAM01255c + MAM01334c + MAM02759c,ok,ok,ok,ok,N/A
MAR03163,MAM01412m + MAM01802m --> MAM01622m + MAM01803m,ok,ok,ok,ok,N/A
MAR04461,MAM00157m + MAM02552m <=> MAM01253m + MAM02039m + MAM02553m,ok,ok,ok,ok,N/A
MAR04604,MAM01255x + MAM01261x + MAM02040x --> MAM01597x + MAM02039x + MAM02131x,ok,ok,ok,ok,N/A
MAR05351,MAM00648c + MAM02552c <=> MAM00671c + MAM02039c + MAM02553c,ok,ok,ok,ok,N/A
MAR07709,MAM00159m <=> MAM01622m + MAM02040m,ok,ok,ok,ok,N/A
MAR04052,MAM01371c + MAM02845c --> MAM01334c + MAM02039c + MAM02806c,ok,ok,ok,ok,N/A
MAR04304,MAM01968r + MAM02554r --> MAM01961r + MAM02039r + MAM02555r,ok,ok,ok,ok,N/A
MAR04350,MAM01285c + MAM02039c + MAM02845c <=> MAM01371c + MAM02843c,ok,ok,ok,ok,N/A
MAR04351,MAM02845r <=> MAM02846r,ok,ok,ok,ok,N/A
MAR04352,MAM02845c <=> MAM02846c,ok,ok,ok,ok,N/A
MAR04354,MAM02844c <=> MAM02845c,ok,ok,ok,ok,N/A
MAR04398,MAM00640c <=> MAM01249c + MAM01939c,ok,ok,ok,ok,N/A
MAR04404,MAM01761c + MAM01785c <=> MAM01845c + MAM01939c,ok,ok,ok,ok,N/A
MAR04473,MAM01169r + MAM02554r --> MAM01596r + MAM02555r + MAM02846r,ok,ok,ok,ok,N/A
MAR04474,MAM01169c + MAM02554c --> MAM01596c + MAM02555c + MAM02846c,ok,ok,ok,ok,N/A
MAR04476,MAM01169c + MAM01285c + MAM02039c <=> MAM01371c + MAM01683c,ok,ok,ok,ok,N/A
MAR04477,MAM01761c <=> MAM02846c,ok,ok,ok,ok,N/A
MAR04501,MAM01761c + MAM02845c <=> MAM01939c + MAM02884c,ok,ok,ok,ok,N/A
MAR04565,MAM01939c + MAM02884c <=> MAM01785c + MAM01845c,ok,ok,ok,ok,N/A
MAR04567,MAM01371c + MAM02884c --> MAM01285c + MAM02039c + MAM02883c,ok,ok,ok,ok,N/A
MAR09799,MAM01371c + MAM03165c <=> MAM01285c + MAM02039c + MAM02884c,MAM03165c,ok,ok,ok,N/A
MAR09800,MAM01371c + MAM03165c <=> MAM01285c + MAM02039c + MAM03166c,MAM03165c;MAM03166c,ok,ok,ok,N/A
MAR04623,MAM01961r + MAM02040r --> MAM01169r + MAM02039r,ok,ok,ok,ok,N/A
MAR04625,MAM01961c + MAM02040c --> MAM01169c + MAM02039c,ok,ok,ok,ok,N/A
MAR04710,MAM00639c <=> MAM00640c,ok,ok,ok,ok,N/A
MAR04841,MAM02039c + MAM02553c + MAM02843c <=> MAM02552c + MAM02841c,ok,ok,ok,ok,N/A
MAR08074,MAM01371c + MAM01672c --> MAM00640c + MAM01285c + MAM02039c,ok,ok,ok,ok,N/A
MAR08653,MAM01961r + MAM02039r + MAM02553r <=> MAM01968r + MAM02552r,ok,ok,ok,ok,N/A
MAR03998,MAM01285c + MAM02040c --> MAM01334c + MAM02039c + MAM02751c,ok,ok,ok,ok,N/A
MAR04000,MAM01371c --> MAM01419c + MAM02759c,ok,ok,ok,ok,N/A
MAR04002,2 MAM01285c <=> MAM01334c + MAM01371c,ok,ok,ok,ok,N/A
MAR04004,2 MAM01285m <=> MAM01334m + MAM01371m,ok,ok,ok,ok,N/A
MAR04010,MAM01334c + MAM02040c --> MAM01280c + MAM02751c,ok,ok,ok,ok,N/A
MAR04081,MAM01334e + MAM02040e --> MAM01280e + MAM02751e,ok,ok,ok,ok,N/A
MAR04082,MAM01334m + MAM02040m --> MAM01280m + MAM02751m,ok,ok,ok,ok,N/A
MAR04012,MAM01280c + MAM01371c --> MAM01285c + MAM01334c + MAM02039c,ok,ok,ok,ok,N/A
MAR04014,MAM01419c + MAM02040c --> MAM01334c + MAM02039c,ok,ok,ok,ok,N/A
MAR04020,MAM01285c + MAM01948c <=> MAM01371c + MAM02016c,ok,ok,ok,ok,N/A
MAR04022,MAM02034c --> MAM01433c + MAM02759c,ok,ok,ok,ok,N/A
MAR04038,MAM01804c <=> MAM02040c + MAM02167c,ok,ok,ok,ok,N/A
MAR04040,MAM02040c + MAM02167c + MAM02552c --> MAM02039c + MAM02553c + MAM03150c,ok,ok,ok,ok,N/A
MAR04042,MAM01370c + MAM02034c + MAM02167c --> MAM01282c + MAM01948c + 2 MAM02039c + MAM02751c,ok,ok,ok,ok,N/A
MAR04046,MAM01371c + MAM01975c + MAM02040c + MAM03150c --> MAM01334c + MAM01974c + MAM02016c + 2 MAM02039c + MAM02759c,ok,ok,ok,ok,N/A
MAR04048,MAM01433c + MAM02040c --> MAM02016c + MAM02039c,ok,ok,ok,ok,N/A
MAR04080,MAM01334c + MAM02040c --> MAM02167c + MAM02578c,ok,ok,ok,ok,N/A
MAR04085,MAM01279c + MAM02806c --> MAM01334c + MAM02759c,ok,ok,ok,ok,N/A
MAR04086,MAM01279e + MAM02806e --> MAM01334e + MAM02759e,ok,ok,ok,ok,N/A
MAR04134,MAM01948e + MAM02040e --> MAM02016e + MAM02039e + MAM02751e,ok,ok,ok,ok,N/A
MAR04135,MAM01285m + MAM01948m <=> MAM01371m + MAM02016m,ok,ok,ok,ok,N/A
MAR04168,MAM02034c + MAM02040c --> MAM02016c + MAM02039c + MAM02759c,ok,ok,ok,ok,N/A
MAR04171,MAM01948c + MAM02039c + MAM02696c --> MAM02034c + MAM02819c,ok,ok,ok,ok,N/A
MAR04290,MAM02040e + MAM02193e --> MAM02039e + MAM02161e + MAM02751e,ok,ok,ok,ok,N/A
MAR04406,MAM01975c + MAM02040c + MAM02806c --> MAM01131c + MAM01974c + MAM02759c,ok,ok,ok,ok,N/A
MAR04412,MAM01334c + MAM01862c <=> MAM01282c,only when going forwards,ok,ok,ok,N/A
MAR04417,MAM02040c + MAM02167c --> MAM02170c + MAM02751c,ok,ok,ok,ok,N/A
MAR04418,MAM02159c + MAM02806c --> MAM02167c + MAM02759c,ok,ok,ok,ok,N/A
MAR04419,MAM02016c + MAM02039c + MAM02555c --> MAM02167c + MAM02554c + MAM02578c,ok,ok,ok,ok,N/A
MAR04421,MAM01637c + MAM02039c + MAM02696c --> MAM01642c + MAM02819c,ok,ok,ok,ok,N/A
MAR04449,MAM02016c + MAM02040c --> MAM02038c + MAM02751c,ok,ok,ok,ok,N/A
MAR04450,MAM02016e + MAM02040e --> MAM02038e + MAM02751e,ok,ok,ok,ok,N/A
MAR04451,MAM01285m + MAM02016m + MAM02039m --> MAM01371m + MAM02038m,ok,ok,ok,ok,N/A
MAR04452,MAM02037c + MAM02806c --> MAM02016c + MAM02759c,ok,ok,ok,ok,N/A
MAR04453,MAM01371c + MAM02578c + MAM03150c --> MAM01334c + MAM02016c + MAM02039c + MAM02759c,ok,ok,ok,ok,N/A
MAR04480,MAM01285c + MAM01637c <=> MAM01371c + MAM01639c,ok,ok,ok,ok,N/A
MAR04481,MAM01280c + MAM02040c --> MAM02170c + MAM02578c,ok,ok,ok,ok,N/A
MAR04482,MAM01280e + MAM02040e --> MAM02170e + MAM02578e,ok,ok,ok,ok,N/A
MAR04486,MAM01965c + MAM02193c --> MAM01968c + MAM02039c + MAM02161c,ok,ok,ok,ok,N/A
MAR04487,MAM01642c + MAM01965c --> MAM01637c + MAM01968c + MAM02039c,ok,ok,ok,ok,N/A
MAR04488,MAM01840c + MAM02193c --> MAM01845c + MAM02039c + MAM02161c,ok,ok,ok,ok,N/A
MAR04489,MAM01642c + MAM01840c --> MAM01637c + MAM01845c + MAM02039c,ok,ok,ok,ok,N/A
MAR04492,MAM02193c + MAM02453c --> MAM02039c + MAM02161c + MAM02455c,ok,ok,ok,ok,N/A
MAR04493,MAM01642c + MAM02453c --> MAM01637c + MAM02039c + MAM02455c,ok,ok,ok,ok,N/A
