gene	DLD1	GBM	HCT116	HELA	RPE1
ENSG00000004534	48.67851301	85.94094487	54.55199804	66.01784492	43.21120283
ENSG00000004660	10.1077127	2.52964982	3.712224293	17.63563992	3.116661431
ENSG00000004700	60.30917792	54.53432115	29.65567172	53.50745492	65.23283354
ENSG00000004766	23.01781134	12.93761404	17.3725105	27.60950814	21.25519184
ENSG00000004776	0.260190015	102.3469403	0.343132458	0.099204677	0.139343322
ENSG00000004777	14.45080496	14.61866543	33.45887035	2.849709866	24.0986494
ENSG00000004779	226.8492116	143.8479031	231.3374645	227.4076083	113.432265
ENSG00000004799	1.100091425	0.029636929	2.017466119	63.63574838	0.117960848
ENSG00000004809	0.003879378	0.217211567	0.005260809	0.002386735	0.001203408
ENSG00000004838	2.431967574	1.055698357	2.513313522	1.77636846	2.927138889
ENSG00000004846	0.001948353	0.066727362	0.013428389	0.020255553	0.074505332
ENSG00000004848	0.442538455	0.009568402	0.239233731	0	0
ENSG00000004864	37.50654269	20.48177238	11.33796479	55.20346163	22.09713797
ENSG00000004866	21.62477864	16.3127893	13.15323571	38.86601157	26.81529384
ENSG00000004897	100.2501006	63.08214189	157.7846094	96.3986273	154.5302166
ENSG00000004939	0.028154378	0.000380595	0.00539894	0.001396672	0.000517976
ENSG00000004948	0	0.045762297	0.06936751	0.00068793	0.000347635
ENSG00000004961	28.87771048	21.41167787	21.21413156	62.41216886	36.56089684
ENSG00000004975	41.70455372	59.22489498	62.14676121	45.24090959	40.54060871
ENSG00000005001	44.79207485	0.163076496	4.457482163	0.428287015	0
ENSG00000005007	64.7286312	57.3657223	69.00557311	56.24675064	49.02348807
ENSG00000005020	28.737856	18.91107017	25.24826311	9.539053086	0.967680654
ENSG00000005022	779.0989649	372.8666193	829.973105	1067.67011	494.8526095
ENSG00000005059	31.6900092	33.72594028	27.84197995	17.7215271	50.92916216
ENSG00000005073	25.05038731	0.118668602	2.839324168	5.315193622	0
ENSG00000005075	63.30835485	99.47875495	60.32135993	73.10166066	72.68396405
ENSG00000005100	22.03360232	24.29311566	25.21326561	31.82857494	18.74700249
ENSG00000005102	0.004215931	0.005818077	0.27196903	6.316374389	0.057509353
ENSG00000005108	0.031567812	4.290958524	0.035779977	0.036895583	1.589361262
ENSG00000005156	47.77566774	36.60197854	46.41413937	46.19199505	30.21279349
ENSG00000005175	48.04141818	28.53461066	45.45864976	35.51502437	32.00295868
ENSG00000005187	4.390498109	0.710557849	10.99695548	11.41936949	0.507339192
ENSG00000005194	105.6004134	108.0337346	114.9420546	141.4402623	101.9460963
ENSG00000005206	83.13660565	63.653308	54.06251184	33.92587997	34.68387081
ENSG00000005238	1.780943703	19.16202083	6.429355486	5.867315906	31.25716393
ENSG00000005243	3.167490526	2.143588262	0.046148224	14.69292779	50.54219328
ENSG00000005249	1.440505073	5.338861315	11.11204215	2.28148548	7.044038004
ENSG00000005302	28.7777452	33.93710856	12.38263385	36.13621352	33.08622155
ENSG00000005339	35.43330103	39.55820111	33.02092176	44.95941919	35.11953507
ENSG00000005379	15.99150097	0	0.04367366	0.746914982	9.608669339
ENSG00000005381	0.003236294	0.006368973	0.004085667	0.000834528	0.000347635
ENSG00000005421	0.014416583	0.00018278	0.03359397	0.316478636	0.001203408
ENSG00000005436	14.37080495	20.43918705	16.99109773	21.09349999	16.53455031
ENSG00000005448	27.35702687	55.95150861	48.85773744	57.58860354	67.48706166
ENSG00000005469	4.886911355	16.71383988	0.00131023	13.16642316	9.495909478
ENSG00000005471	5.798467833	9.393823645	0.26821974	1.735683035	0.000863658
ENSG00000005486	79.47333592	75.38625969	64.5622959	43.27683653	33.24723026
ENSG00000005513	0.118317585	0.161445485	2.172390965	0.038444766	0.020194211
ENSG00000005700	26.73800269	26.54871505	24.71121637	19.76151822	24.605373
ENSG00000005801	66.2266624	40.81212456	32.81547694	27.00335263	17.84591003
ENSG00000005810	27.33805978	28.61388722	23.03941717	48.59062195	22.29730814
ENSG00000005812	27.9903737	29.25607507	29.02493074	43.6082411	37.20026933
ENSG00000005844	0.004529395	0.011432695	0.008903986	0.00644468	0.005143815
ENSG00000005882	15.27568431	18.03953301	82.4638995	47.16306485	22.2509548
ENSG00000005884	58.9449661	76.59802889	198.8918383	139.2994239	991.7825867
ENSG00000005889	13.67042154	17.9023691	16.3549902	32.56553374	21.09361533
ENSG00000005893	54.9583956	64.85614926	43.06539593	114.5627836	159.3162878
ENSG00000005955	49.7016921	44.32283845	49.50563312	43.24683395	61.45690179
ENSG00000005961	0.176417971	1.315098329	3.158618612	1.583048968	0.019350357
ENSG00000005981	0.129175262	0.000567086	0.154033203	0.069741227	0
ENSG00000006007	106.9264094	60.89046038	44.0316169	67.21880612	53.98353364
ENSG00000006015	80.47131153	71.61603837	54.51418847	41.6283115	43.84504015
ENSG00000006016	11.57288512	4.655031043	59.03871703	47.4254453	8.58030624
ENSG00000006025	19.33959909	11.69059989	16.81520197	12.81465996	9.051637119
ENSG00000006042	13.45395449	15.3144712	18.67218251	0.118311733	0.194404787
ENSG00000006047	1.899278682	0.097448256	1.544753162	0.854645899	0
ENSG00000006059	0	0	0	0	0.0443439
ENSG00000006062	17.56173981	2.874299985	6.305496276	8.837103433	7.282922209
ENSG00000006071	0.0017857	0.000755396	0.059006607	5.194480378	0.000689978
ENSG00000006074	0	0	0	0	0
ENSG00000006075	0	0	0	0	0.755538732
ENSG00000006114	20.94564606	28.79306517	20.39175028	11.09877293	22.4369479
ENSG00000006116	0.001137537	0.000755396	0.003650489	0.056881846	0.001718575
ENSG00000006118	31.91054321	151.735006	75.72344013	56.2857672	40.03772781
ENSG00000006125	190.6219278	118.4685342	151.3565197	175.9588831	176.6518652
ENSG00000006128	0	0	0	0	0
ENSG00000006194	32.02138477	21.92272701	23.70398854	20.06552511	25.31515844
ENSG00000006210	5.686704438	3.740879728	0.008468232	0	0
ENSG00000006282	80.91886872	32.08319087	49.85007357	14.5407186	32.58525023
ENSG00000006283	0.062308397	0.541290587	2.149770184	0.261915436	0.103445901
ENSG00000006327	218.5146066	470.0045211	320.6555289	71.94512677	1193.418468
ENSG00000006377	0.117852245	11.6339234	0	0.754958974	0.036313186
ENSG00000006432	10.35632343	0.111346372	5.972870144	1.781363565	4.013228679
ENSG00000006451	52.97545195	57.3259602	38.35644671	50.93682307	59.98347771
ENSG00000006453	36.4299217	9.511996621	43.48548177	14.9190502	14.75602311
ENSG00000006459	25.63036434	6.486433009	5.717034347	1.458989831	0.820811019
ENSG00000006468	8.730236992	194.3413679	63.18949771	4.203226914	15.71787597
ENSG00000006530	23.55075971	44.23072853	38.03860902	23.81674312	20.61621221
ENSG00000006534	10.35632343	2.358991496	16.41182129	69.25312869	17.05895988
ENSG00000006555	0	0	0.970231364	0	0
ENSG00000006576	22.70069553	43.08043111	23.28036497	18.29641532	32.04737872
ENSG00000006606	8.724176535	1.065423818	0.903643569	0.16967487	2.67343629
ENSG00000006607	34.22576144	30.43585809	28.9847013	36.51412687	28.90106183
ENSG00000006611	0.524063851	0.00018278	18.9461783	29.61330519	0
ENSG00000006625	109.1735007	72.51539926	72.3868249	86.39652079	53.5733649
ENSG00000006634	59.93402013	57.5250466	58.99779858	38.6777792	59.69305812
ENSG00000006638	0.174029876	3.054129258	2.204457797	9.592222197	1.506923528
ENSG00000006652	35.35966248	57.88514548	37.98589262	81.05764235	53.27701855
ENSG00000006659	0	0	0	0	0
ENSG00000006695	15.2862875	6.948501102	14.54547941	12.30025592	9.886149184
ENSG00000006704	25.80875019	36.022786	25.143416	71.15138717	30.74120309
ENSG00000006712	79.08858453	69.1758947	90.68008986	62.41216886	74.46927173
ENSG00000006715	45.60692199	71.2199101	65.73663962	33.48171477	40.62503389
ENSG00000006740	2.445580716	0.445381775	4.386751836	1.221515443	0.087838593
ENSG00000006744	187.217054	86.35903736	159.8765378	149.1955918	88.56262719
ENSG00000006747	3.801487154	0.024738587	0.09735321	2.043892705	0.253605001
ENSG00000006756	7.467210324	8.594688804	3.930185258	0.000542243	5.937067957
ENSG00000006757	30.3984295	1.341238553	20.16668695	28.09251131	0.000166951
ENSG00000006788	0.00760941	0.001317506	0.00539894	0.00329081	0.002573137
ENSG00000006831	41.44509635	48.00208329	44.70843548	34.54324238	32.04737872
ENSG00000006837	3.994067824	4.132628208	4.451286838	1.034485411	3.236181605
ENSG00000007001	0.007445059	0.008433895	0.02395359	0.026957754	0.007361743
ENSG00000007038	0	0.001682332	0.002919246	282.3155464	0
ENSG00000007047	15.00256536	40.11067467	32.79272875	16.37336345	24.52018564
ENSG00000007062	0.076258247	9.937408508	4.50109075	0.145348605	0.001369273
ENSG00000007080	161.8539212	119.9561191	187.3813762	107.4093351	114.7770034
ENSG00000007129	0.000970263	0.002432008	0.002487534	0.000253582	0.001203408
ENSG00000007168	178.349313	152.0508974	158.4422445	129.6095199	213.4551674
ENSG00000007171	1.024616136	0.04330637	0.057093193	0.000949183	0
ENSG00000007174	0.003398499	0.182719013	0.006715694	0.019283275	0.002573137
ENSG00000007202	155.2599999	76.70431594	99.43861997	110.5062481	107.5359561
ENSG00000007216	0.002432291	0.002997192	0.002334266	0.001130483	0.001369273
ENSG00000007237	4.822761935	0.41822041	1.811730012	0.784619789	0.00153664
ENSG00000007255	18.52540231	26.32864964	9.354733417	3.635834283	2.38100096
ENSG00000007264	0.003562059	0.002623688	0.010364871	3.994713982	0.002917383
ENSG00000007306	0.000328606	0.000380595	0.000588316	0	0.000347635
ENSG00000007312	0	0	0.256887011	0	0
ENSG00000007314	0.001137537	0.162321895	0.048903694	0.000801872	0.000689978
ENSG00000007341	23.37175404	21.93794095	14.36494699	47.98785816	23.61873147
ENSG00000007350	0.009387932	0.006195504	0.017529038	0.007223566	0.003595294
ENSG00000007372	1.354307123	7.923729229	2.251084884	49.85350689	60.73677367
ENSG00000007376	50.04750727	20.9270453	43.78804876	38.41045519	38.59294171
ENSG00000007384	29.87592465	53.70873922	8.400301826	8.012166465	21.18159523
ENSG00000007392	61.87631894	102.9875267	43.69705835	50.02666468	47.84807102
ENSG00000007402	0.120763519	0.247088104	6.270547219	0.099035745	0.099338953
ENSG00000007516	2.724798029	1.697896794	22.72202572	1.417473267	1.627670883
ENSG00000007520	73.79117484	48.13541004	61.20603872	58.02954695	70.79404617
ENSG00000007541	41.56021093	31.22701217	10.31667487	29.06382519	36.00734132
ENSG00000007545	13.74652701	28.79306517	12.40843999	11.55499509	14.40193686
ENSG00000007866	15.68381732	39.25758946	16.38906522	10.83220988	31.19219845
ENSG00000007908	0.001948353	0.000945543	0.002194009	0.044213963	0.000689978
ENSG00000007923	78.65114851	55.25752569	65.50915762	70.31762866	57.93963705
ENSG00000007933	0.002099801	0.139649661	0.010521086	0.000413504	0.177927593
ENSG00000007944	17.06922375	0.903735042	8.441230389	9.883112772	1.526057613
ENSG00000007952	6.714218578	0.106133547	0.781460066	0.10394328	0.241678256
ENSG00000007968	7.053730656	2.375529955	12.09388407	13.62207679	5.123365875
ENSG00000008018	450.2682378	351.0447952	396.696831	232.1864033	231.809911
ENSG00000008056	0.003075432	0.000567086	0.128784706	4.531724496	0.019527747
ENSG00000008083	8.189893581	24.09173398	14.19649998	7.738468105	15.57672618
ENSG00000008086	0.448941979	4.351119732	1.614356005	5.538017213	2.105585689
ENSG00000008118	0.020868153	6.757981413	0.004385921	0.148168211	0.201560858
ENSG00000008128	70.98114084	39.69560231	69.43748917	59.62026313	46.44248428
ENSG00000008130	91.41996634	56.14582325	107.3925462	136.4322153	76.7227796
ENSG00000008196	0	0	0	0	0
ENSG00000008197	0.000816384	0.002068214	0.00175748	0	0.000166951
ENSG00000008226	0.082550351	0.056076864	0.785886612	2.381001673	0.014388008
ENSG00000008256	29.09885743	36.75459699	21.30260321	14.6827312	30.76253053
ENSG00000008277	5.481000163	2.599479484	9.296466418	7.001203638	2.966170648
ENSG00000008282	83.77303718	108.3337354	79.10406526	78.84049507	114.5385437
ENSG00000008283	40.76107122	22.29078802	40.65689766	20.30363533	19.23445961
ENSG00000008294	60.81304279	67.79888093	101.5987521	68.96561674	118.4961649
ENSG00000008300	3.952588413	5.028823508	3.528339516	11.40351835	1.021669759
ENSG00000008311	3.438833088	18.29161717	3.90022216	1.435554848	11.66236596
ENSG00000008323	30.52518372	0.515506334	22.45568098	0.358107845	0.059236109
ENSG00000008324	35.23727135	28.10249683	30.40535749	26.48388424	22.90875562
ENSG00000008382	13.02219651	15.85519587	22.73779101	14.73378489	8.444329522
ENSG00000008394	127.7792746	67.33043037	205.7635746	659.5010835	589.3018871
ENSG00000008405	23.37175404	26.80778226	5.237690139	16.67152984	20.16358854
ENSG00000008438	0.781391582	0.278472759	0.711353724	0.105444865	0.18649255
ENSG00000008441	19.69158787	117.4870721	25.47693328	42.62155994	88.50124966
ENSG00000008513	6.77043396	55.02811552	12.1275025	25.95638695	17.73482151
ENSG00000008516	0.175884706	0.164214298	0.63875992	0.50149482	0.449364843
ENSG00000008517	7.462025028	27.50468566	0.135080931	99.45356272	1.848822164
ENSG00000008710	49.83973059	83.41669302	51.89560208	64.79339068	53.9087247
ENSG00000008735	0.108616469	0.607843498	2.381930272	1.030827694	0.143519281
ENSG00000008838	87.14976511	60.84825597	114.8624004	91.83191838	64.91700561
ENSG00000008853	15.4569419	7.479684753	8.441230389	16.53324672	14.44197045
ENSG00000008869	14.43076335	10.3458258	8.966837823	8.666808447	9.007741807
ENSG00000008952	68.89626675	61.14430212	52.47450883	63.94537183	78.01006636
ENSG00000008988	1938.440465	2246.675928	2001.596741	1304.477019	1448.0422
ENSG00000009307	507.9866574	423.0031016	402.7927388	407.6537541	412.3841561
ENSG00000009335	58.33511067	111.1485319	50.75687259	35.36753388	59.3628709
ENSG00000009413	12.7096895	35.94791761	17.3725105	11.6597925	15.21352254
ENSG00000009709	0.000652211	0.000380595	0.002630243	0.002299808	0.000347635
ENSG00000009724	1.573448145	0.90309585	1.779111049	0.53795372	0.650872115
ENSG00000009765	0.007119753	0.004316628	0.0608664	0.000301442	0.014717322
ENSG00000009780	7.467210324	6.595555232	6.877513708	5.619552052	6.181318298
ENSG00000009790	3.884407283	5.520113054	4.160893539	0.806167815	2.436487433
ENSG00000009830	52.79211482	37.94599938	45.0819826	40.26533626	66.46548326
ENSG00000009844	57.81167408	42.9313193	65.60005582	40.91277139	58.0200379
ENSG00000009950	4.26999716	3.304490896	31.58744969	16.40749366	0.020558082
ENSG00000009954	73.79117484	109.8462797	63.40892643	61.98089945	72.43243741
ENSG00000010017	38.91064074	38.4492942	43.39511988	34.44753786	36.03232023
ENSG00000010030	2.59136231	0.297604669	0.649719791	0.055676906	0.011652977
ENSG00000010072	13.84225423	13.78117925	11.62481271	12.51565807	15.58753876
ENSG00000010165	46.01988564	28.5544092	38.94606006	38.49045793	35.95743541
ENSG00000010219	46.66252522	46.49510277	29.12574868	12.55047012	41.59422331
ENSG00000010244	177.7322153	164.4407355	166.3201932	143.2163031	166.1976736
ENSG00000010256	458.45675	336.5105676	473.3953299	413.3447058	442.9036947
ENSG00000010270	46.24379681	81.69961655	36.74237708	25.79482519	55.84912565
ENSG00000010278	345.9992923	210.322559	218.4031303	97.2039824	187.893785
ENSG00000010282	0	0	0.213376462	0	0
ENSG00000010292	153.9738055	91.15764425	305.0447544	181.0318539	199.4358758
ENSG00000010295	0.477169411	34.07862104	0.138226011	0.125735369	17.82116377
ENSG00000010310	3.089030342	0.772715804	11.46456949	0.524514915	0.27954373
ENSG00000010318	7.078275621	5.00091131	12.75769913	8.260993964	7.400234946
ENSG00000010319	3.147691553	0.088843742	2.497592674	0.342340593	0
ENSG00000010322	47.47845468	100.0320188	47.12756803	25.12367874	37.5111259
ENSG00000010327	0.063957685	0.13214781	0.040875318	0.234161885	0.001026447
ENSG00000010361	2.481676453	21.99890228	3.341874947	20.73073565	6.557487575
ENSG00000010379	0.474781444	0.358766213	0.917107333	0.000639266	0.000689978
ENSG00000010404	51.99293741	109.542091	33.94967664	29.16480643	78.44394281
ENSG00000010438	46.43658728	0.017067832	51.78777	3.871337281	0.274649379
ENSG00000010539	22.04889136	6.432548875	8.158857266	11.52293926	9.22295681
ENSG00000010610	0.002915903	0.852765334	0.308926018	0.444192396	0.019859478
ENSG00000010626	13.02219651	8.648590148	6.759111349	5.06237847	5.904142297
ENSG00000010671	0.333638175	0.004882929	0.15333334	0.006505428	0.002221393
ENSG00000010704	31.1021467	7.433052724	14.87204056	13.10258394	10.00353464
ENSG00000010803	30.5675524	21.20472154	23.72043471	20.70198516	41.10677352
ENSG00000010810	86.72785767	94.7663542	11.85291819	13.04811062	87.2825911
ENSG00000010818	11.70212735	20.41084598	5.693246656	4.824896111	6.108707621
ENSG00000010932	0.347231942	0.184401725	4.961262568	0.265689065	0.168175242
ENSG00000011007	55.30241681	30.83959171	24.11858213	35.66312953	42.3215768
ENSG00000011009	145.6672231	85.58419093	90.17856353	89.25824165	80.20370918
ENSG00000011021	14.87816101	33.86657271	5.506465019	6.30320627	7.872221127
ENSG00000011028	0.101475964	107.2873616	9.950929039	28.70317686	85.30837502
ENSG00000011052	82.67678475	36.75459699	165.6298627	148.267617	75.61383715
ENSG00000011083	0.046606831	0.016306528	0.001610762	0.170209093	0.001369273
ENSG00000011105	9.261037514	15.10337429	14.85141759	6.594737054	10.03832383
ENSG00000011114	18.55112423	23.38371701	21.27307177	9.605560606	19.18115682
ENSG00000011132	28.7777452	19.44325969	19.45223281	9.258266006	9.810927655
ENSG00000011143	15.99150097	22.93389839	34.95298416	19.98215385	9.076815944
ENSG00000011198	26.68242672	13.64791162	18.78912108	39.1093705	45.04692649
ENSG00000011201	0.001137537	0.001499097	0.00349933	16.86941035	8.598202689
ENSG00000011243	84.47288287	116.8372848	78.55755273	68.15746311	38.96943992
ENSG00000011258	8.84004662	7.490086992	21.48065418	9.525806812	4.968955472
ENSG00000011260	69.13551345	43.71237478	86.14539017	65.10864469	46.89552572
ENSG00000011275	18.47406532	48.20221217	26.7442877	12.77024594	31.89217762
ENSG00000011295	51.77708672	33.60919254	42.79748546	22.60908555	28.46342686
ENSG00000011304	687.2345613	490.6441486	676.9544915	692.2904207	526.7074644
ENSG00000011332	3.58305734	11.08972688	8.697052638	3.35084287	7.742063346
ENSG00000011347	22.84285375	0.635358172	16.17444864	0.760911284	0.508430911
ENSG00000011376	41.76243105	21.7409799	27.38240419	24.96729552	24.03187889
ENSG00000011405	44.32860764	36.60197854	35.09871307	20.06552511	28.16884276
ENSG00000011422	23.56710073	258.5830293	56.86921007	96.93478605	179.9893538
ENSG00000011426	126.8965268	136.1817718	188.8156601	140.5605171	589.3018871
ENSG00000011451	37.09270141	36.22319782	16.12962523	23.35852454	32.44994234
ENSG00000011454	23.30699871	47.96880932	19.14434584	48.82706861	37.90335036
ENSG00000011465	0.000328606	0.100466721	0.002487534	2.77503847	0.067661256
ENSG00000011478	19.13939558	19.83842905	13.95236182	23.9992048	12.50064318
ENSG00000011485	151.1186869	113.5630943	144.3873254	200.73071	105.6882586
ENSG00000011523	4.069826275	2.429230007	2.224543881	4.079129199	1.690402043
ENSG00000011566	40.93101219	35.89809177	25.33596941	26.41049407	21.80780708
ENSG00000011590	0.238131973	0.236259191	0.078955875	0.243775081	0.037663318
ENSG00000011600	0.001624506	0	0.000736406	0.007411063	0
ENSG00000011638	35.38419165	10.26710041	27.51565829	10.8850064	5.16270993
ENSG00000011677	0.005832164	14.66948284	0.004677635	4.008661567	0.002396473
ENSG00000012048	46.37223468	23.15771644	40.48810091	44.00317275	45.89824027
ENSG00000012061	43.1459043	195.4221229	123.1075203	116.3235163	112.0255903
ENSG00000012124	0.586174079	0.015752166	7.831340861	0.152486551	0.782232255
ENSG00000012171	32.62661278	10.23151409	27.84197995	83.10631962	15.69607775
ENSG00000012174	11.13165977	19.3356381	10.43913352	22.11262194	23.61873147
ENSG00000012211	26.31485906	10.69646683	28.80435736	33.27335371	28.07132674
ENSG00000012223	0.000970263	0	0.00087521	0.000558385	0
ENSG00000012232	10.27040516	146.1598606	32.00639489	15.30721016	30.17091497
ENSG00000012504	0.002432291	0.001881517	0.005260809	0.002178616	0.000517976
ENSG00000012660	0.083513137	155.03111	67.02521154	62.62892715	103.9443391
ENSG00000012779	0.006482517	0.016869798	0.441667394	0.336815647	0.002396473
ENSG00000012817	0.010363218	0.001317506	0.002630243	0.040427014	0
ENSG00000012822	14.26152678	31.72913595	21.73544173	30.04784506	27.64624861
ENSG00000012963	46.08374944	39.06748108	55.16052914	46.80465916	51.35468869
ENSG00000012983	28.89774515	46.10981605	27.66874249	37.41135621	66.23547092
ENSG00000013016	0.011663738	25.91193984	0.003213098	0.153583079	14.72533514
ENSG00000013275	140.8022855	139.6231827	136.9772418	111.9715198	103.2978125
ENSG00000013288	19.48774362	9.498793363	20.69095931	9.361768518	24.93179094
ENSG00000013293	0.000816384	0.105185022	0.002919246	0.056167616	0.005817412
ENSG00000013297	0.166914828	69.36800918	0.072569906	0.849794111	2.002248672
ENSG00000013306	269.213329	75.6480469	327.8476886	189.3757439	153.5691011
ENSG00000013364	45.32319615	293.5568768	67.35128113	84.26675803	151.5596628
ENSG00000013374	77.62190807	120.3726417	75.72344013	66.20120237	73.7499471
ENSG00000013375	61.15128859	52.82234718	75.09608157	73.40640976	101.5933303
ENSG00000013392	3.214171299	7.099830246	4.838634773	2.484815831	4.190209098
ENSG00000013441	56.85763436	65.80738041	53.24413281	118.4392962	56.15977441
ENSG00000013503	8.693937186	6.459434918	8.187233448	9.5059718	8.247249894
ENSG00000013523	25.03301851	33.33064328	19.10454733	8.967011279	6.189917119
ENSG00000013561	24.85999103	36.72911648	25.97650824	28.20968283	28.76108978
ENSG00000013563	27.83550216	36.34902073	14.70785457	35.34301171	45.04692649
ENSG00000013573	89.78687969	60.01028199	88.50629787	83.22164088	43.00196572
ENSG00000013583	46.69489165	35.4281755	32.63393216	39.05515946	50.36727134
ENSG00000013588	86.06898244	14.72047667	155.7200508	131.9669084	61.11696082
ENSG00000013619	1.673429117	5.68373136	5.956292348	17.0223119	12.71944984
ENSG00000013725	0.131921268	0.00449313	0.058396918	0.000158159	0.000863658
ENSG00000013810	114.6815245	79.74097133	149.3760627	84.85303784	225.0021873
ENSG00000014123	21.43064976	21.72590243	16.34364759	12.78799308	13.11388003
ENSG00000014138	88.98130699	83.30110708	54.51418847	102.4631141	92.83770512
ENSG00000014164	10.87955983	10.2956584	15.48271427	9.659099537	10.12231148
ENSG00000014216	198.7175203	113.0917016	202.9305657	71.54715662	100.124992
ENSG00000014257	6.351164836	0.001317506	0.508787286	0.342847051	0.000166951
ENSG00000014641	342.8953823	172.9764751	357.2740214	236.5731119	189.2008087
ENSG00000014824	74.45925203	54.76167341	54.17507903	41.68609215	53.9087247
ENSG00000014914	2.311173585	47.93555841	9.752609218	4.771431143	14.06609579
ENSG00000014919	46.59785962	42.45761945	69.53383697	36.56481285	39.78863044
ENSG00000015133	11.201421	14.76139917	9.092213999	10.22533598	2.085086439
ENSG00000015153	26.88677149	13.71438378	13.67441115	29.3067694	22.11247172
ENSG00000015171	34.27326377	51.1286331	26.91174008	35.73741342	59.40404425
ENSG00000015285	0.280231708	1.244898291	0.773772428	0.174263332	0.01660273
ENSG00000015413	1.594521737	0.006006071	0.555762249	0.002006501	0.0042813
ENSG00000015475	77.62190807	66.63381472	56.90865259	23.68491481	49.74254828
ENSG00000015479	453.4002137	387.088195	354.8060486	556.4938804	312.3080405
ENSG00000015520	0.019904961	0.073691137	0.062612463	0.004622806	0.001718575
ENSG00000015532	30.41951861	26.86362449	34.51941626	9.6792533	23.70078921
ENSG00000015568	15.25449997	13.57233732	21.88672522	7.208691474	6.177023356
ENSG00000015592	0.006310352	0.016112703	0.010072443	0.004774951	0.00325352
ENSG00000015676	102.9261622	131.1780228	78.50310953	61.38212238	135.1785354
ENSG00000016082	0.382880413	0.005063765	1.407426013	2.446867614	0
ENSG00000016391	11.56485497	2.072828807	7.974020832	2.325015029	0.519845941
